FE,N,Eval,p_target,Iteration,Alg
38239,10,Ellips100,0.6,7,cma-es-ppmf-dp-2-pt-0.6
49359,10,Ellips100,0.9,7,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,7,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,7,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,7,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,7,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,7,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,7,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,7,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,7,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,7,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,7,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,7,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,7,cma-es-ppmf-dp-2-pt-0.9
3527,2,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3695,2,Sphere,0.2,8,cma-es-ppmf-dp-2-pt-0.2
4535,2,Sphere,0.3,8,cma-es-ppmf-dp-2-pt-0.3
5103,2,Sphere,0.4,8,cma-es-ppmf-dp-2-pt-0.4
8095,2,Sphere,0.5,8,cma-es-ppmf-dp-2-pt-0.5
17807,2,Sphere,0.6,8,cma-es-ppmf-dp-2-pt-0.6
18695,2,Sphere,0.9,8,cma-es-ppmf-dp-2-pt-0.9
12279,5,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
13479,5,Sphere,0.2,8,cma-es-ppmf-dp-2-pt-0.2
16039,5,Sphere,0.3,8,cma-es-ppmf-dp-2-pt-0.3
20739,5,Sphere,0.4,8,cma-es-ppmf-dp-2-pt-0.4
27839,5,Sphere,0.5,8,cma-es-ppmf-dp-2-pt-0.5
42099,5,Sphere,0.6,8,cma-es-ppmf-dp-2-pt-0.6
16319,5,Sphere,0.9,8,cma-es-ppmf-dp-2-pt-0.9
42639,10,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
56239,10,Sphere,0.2,8,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,8,cma-es-ppmf-dp-2-pt-0.3
65479,10,Sphere,0.4,8,cma-es-ppmf-dp-2-pt-0.4
35279,10,Sphere,0.5,8,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,8,cma-es-ppmf-dp-2-pt-0.6
46639,10,Sphere,0.9,8,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,8,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,8,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,8,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,8,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,8,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,8,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,8,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,8,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,8,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,8,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,8,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,8,cma-es-ppmf-dp-2-pt-0.9
3567,2,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
4135,2,Ellips10,0.2,8,cma-es-ppmf-dp-2-pt-0.2
4111,2,Ellips10,0.3,8,cma-es-ppmf-dp-2-pt-0.3
5159,2,Ellips10,0.4,8,cma-es-ppmf-dp-2-pt-0.4
7439,2,Ellips10,0.5,8,cma-es-ppmf-dp-2-pt-0.5
16599,2,Ellips10,0.6,8,cma-es-ppmf-dp-2-pt-0.6
5007,2,Ellips10,0.9,8,cma-es-ppmf-dp-2-pt-0.9
12499,5,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
13619,5,Ellips10,0.2,8,cma-es-ppmf-dp-2-pt-0.2
16159,5,Ellips10,0.3,8,cma-es-ppmf-dp-2-pt-0.3
20479,5,Ellips10,0.4,8,cma-es-ppmf-dp-2-pt-0.4
29419,5,Ellips10,0.5,8,cma-es-ppmf-dp-2-pt-0.5
43619,5,Ellips10,0.6,8,cma-es-ppmf-dp-2-pt-0.6
16579,5,Ellips10,0.9,8,cma-es-ppmf-dp-2-pt-0.9
43559,10,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
56199,10,Ellips10,0.2,8,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,8,cma-es-ppmf-dp-2-pt-0.3
68559,10,Ellips10,0.4,8,cma-es-ppmf-dp-2-pt-0.4
78519,10,Ellips10,0.5,8,cma-es-ppmf-dp-2-pt-0.5
44199,10,Ellips10,0.6,8,cma-es-ppmf-dp-2-pt-0.6
44079,10,Ellips10,0.9,8,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,8,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,8,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,8,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,8,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,8,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,8,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,8,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,8,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,8,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,8,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,8,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,8,cma-es-ppmf-dp-2-pt-0.9
3751,2,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3983,2,Ellips100,0.2,8,cma-es-ppmf-dp-2-pt-0.2
4271,2,Ellips100,0.3,8,cma-es-ppmf-dp-2-pt-0.3
5087,2,Ellips100,0.4,8,cma-es-ppmf-dp-2-pt-0.4
8207,2,Ellips100,0.5,8,cma-es-ppmf-dp-2-pt-0.5
20007,2,Ellips100,0.6,8,cma-es-ppmf-dp-2-pt-0.6
6863,2,Ellips100,0.9,8,cma-es-ppmf-dp-2-pt-0.9
12919,5,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
14179,5,Ellips100,0.2,8,cma-es-ppmf-dp-2-pt-0.2
16939,5,Ellips100,0.3,8,cma-es-ppmf-dp-2-pt-0.3
21259,5,Ellips100,0.4,8,cma-es-ppmf-dp-2-pt-0.4
29899,5,Ellips100,0.5,8,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,8,cma-es-ppmf-dp-2-pt-0.6
15759,5,Ellips100,0.9,8,cma-es-ppmf-dp-2-pt-0.9
44559,10,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
56639,10,Ellips100,0.2,8,cma-es-ppmf-dp-2-pt-0.2
98559,10,Ellips100,0.3,8,cma-es-ppmf-dp-2-pt-0.3
68159,10,Ellips100,0.4,8,cma-es-ppmf-dp-2-pt-0.4
81039,10,Ellips100,0.5,8,cma-es-ppmf-dp-2-pt-0.5
49359,10,Ellips100,0.6,8,cma-es-ppmf-dp-2-pt-0.6
42439,10,Ellips100,0.9,8,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,8,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,8,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,8,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,8,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,8,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,8,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,8,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,8,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,8,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,8,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,8,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,8,cma-es-ppmf-dp-2-pt-0.9
3599,2,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3863,2,Sphere,0.2,9,cma-es-ppmf-dp-2-pt-0.2
4319,2,Sphere,0.3,9,cma-es-ppmf-dp-2-pt-0.3
5255,2,Sphere,0.4,9,cma-es-ppmf-dp-2-pt-0.4
8191,2,Sphere,0.5,9,cma-es-ppmf-dp-2-pt-0.5
17743,2,Sphere,0.6,9,cma-es-ppmf-dp-2-pt-0.6
2671,2,Sphere,0.9,9,cma-es-ppmf-dp-2-pt-0.9
12359,5,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
13499,5,Sphere,0.2,9,cma-es-ppmf-dp-2-pt-0.2
15999,5,Sphere,0.3,9,cma-es-ppmf-dp-2-pt-0.3
19959,5,Sphere,0.4,9,cma-es-ppmf-dp-2-pt-0.4
28779,5,Sphere,0.5,9,cma-es-ppmf-dp-2-pt-0.5
49939,5,Sphere,0.6,9,cma-es-ppmf-dp-2-pt-0.6
17659,5,Sphere,0.9,9,cma-es-ppmf-dp-2-pt-0.9
42439,10,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
56279,10,Sphere,0.2,9,cma-es-ppmf-dp-2-pt-0.2
95359,10,Sphere,0.3,9,cma-es-ppmf-dp-2-pt-0.3
66399,10,Sphere,0.4,9,cma-es-ppmf-dp-2-pt-0.4
79439,10,Sphere,0.5,9,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,9,cma-es-ppmf-dp-2-pt-0.6
47279,10,Sphere,0.9,9,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,9,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,9,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,9,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,9,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,9,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,9,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,9,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,9,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,9,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,9,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,9,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,9,cma-es-ppmf-dp-2-pt-0.9
3551,2,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
4031,2,Ellips10,0.2,9,cma-es-ppmf-dp-2-pt-0.2
4127,2,Ellips10,0.3,9,cma-es-ppmf-dp-2-pt-0.3
5231,2,Ellips10,0.4,9,cma-es-ppmf-dp-2-pt-0.4
7975,2,Ellips10,0.5,9,cma-es-ppmf-dp-2-pt-0.5
18959,2,Ellips10,0.6,9,cma-es-ppmf-dp-2-pt-0.6
15783,2,Ellips10,0.9,9,cma-es-ppmf-dp-2-pt-0.9
12659,5,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
13799,5,Ellips10,0.2,9,cma-es-ppmf-dp-2-pt-0.2
16379,5,Ellips10,0.3,9,cma-es-ppmf-dp-2-pt-0.3
20099,5,Ellips10,0.4,9,cma-es-ppmf-dp-2-pt-0.4
28639,5,Ellips10,0.5,9,cma-es-ppmf-dp-2-pt-0.5
43179,5,Ellips10,0.6,9,cma-es-ppmf-dp-2-pt-0.6
19019,5,Ellips10,0.9,9,cma-es-ppmf-dp-2-pt-0.9
43119,10,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
56519,10,Ellips10,0.2,9,cma-es-ppmf-dp-2-pt-0.2
97639,10,Ellips10,0.3,9,cma-es-ppmf-dp-2-pt-0.3
67399,10,Ellips10,0.4,9,cma-es-ppmf-dp-2-pt-0.4
79519,10,Ellips10,0.5,9,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,9,cma-es-ppmf-dp-2-pt-0.6
47959,10,Ellips10,0.9,9,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,9,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,9,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,9,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,9,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,9,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,9,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,9,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,9,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,9,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,9,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,9,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,9,cma-es-ppmf-dp-2-pt-0.9
3727,2,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3951,2,Ellips100,0.2,9,cma-es-ppmf-dp-2-pt-0.2
4383,2,Ellips100,0.3,9,cma-es-ppmf-dp-2-pt-0.3
5543,2,Ellips100,0.4,9,cma-es-ppmf-dp-2-pt-0.4
8767,2,Ellips100,0.5,9,cma-es-ppmf-dp-2-pt-0.5
15327,2,Ellips100,0.6,9,cma-es-ppmf-dp-2-pt-0.6
13503,2,Ellips100,0.9,9,cma-es-ppmf-dp-2-pt-0.9
13239,5,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
14359,5,Ellips100,0.2,9,cma-es-ppmf-dp-2-pt-0.2
16999,5,Ellips100,0.3,9,cma-es-ppmf-dp-2-pt-0.3
20699,5,Ellips100,0.4,9,cma-es-ppmf-dp-2-pt-0.4
18059,5,Ellips100,0.5,9,cma-es-ppmf-dp-2-pt-0.5
20379,5,Ellips100,0.6,9,cma-es-ppmf-dp-2-pt-0.6
18119,5,Ellips100,0.9,9,cma-es-ppmf-dp-2-pt-0.9
44679,10,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
56999,10,Ellips100,0.2,9,cma-es-ppmf-dp-2-pt-0.2
96879,10,Ellips100,0.3,9,cma-es-ppmf-dp-2-pt-0.3
68879,10,Ellips100,0.4,9,cma-es-ppmf-dp-2-pt-0.4
80959,10,Ellips100,0.5,9,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,9,cma-es-ppmf-dp-2-pt-0.6
32999,10,Ellips100,0.9,9,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,9,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,9,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,9,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,9,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,9,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,9,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,9,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,9,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,9,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,9,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,9,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,9,cma-es-ppmf-dp-2-pt-0.9
3503,2,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3687,2,Sphere,0.2,10,cma-es-ppmf-dp-2-pt-0.2
4183,2,Sphere,0.3,10,cma-es-ppmf-dp-2-pt-0.3
5335,2,Sphere,0.4,10,cma-es-ppmf-dp-2-pt-0.4
8007,2,Sphere,0.5,10,cma-es-ppmf-dp-2-pt-0.5
19543,2,Sphere,0.6,10,cma-es-ppmf-dp-2-pt-0.6
9943,2,Sphere,0.9,10,cma-es-ppmf-dp-2-pt-0.9
12519,5,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
13739,5,Sphere,0.2,10,cma-es-ppmf-dp-2-pt-0.2
16399,5,Sphere,0.3,10,cma-es-ppmf-dp-2-pt-0.3
20539,5,Sphere,0.4,10,cma-es-ppmf-dp-2-pt-0.4
28199,5,Sphere,0.5,10,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,10,cma-es-ppmf-dp-2-pt-0.6
10999,5,Sphere,0.9,10,cma-es-ppmf-dp-2-pt-0.9
42399,10,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
55319,10,Sphere,0.2,10,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,10,cma-es-ppmf-dp-2-pt-0.3
65039,10,Sphere,0.4,10,cma-es-ppmf-dp-2-pt-0.4
79559,10,Sphere,0.5,10,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,10,cma-es-ppmf-dp-2-pt-0.6
49599,10,Sphere,0.9,10,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,10,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,10,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,10,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,10,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,10,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,10,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,10,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,10,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,10,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,10,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,10,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,10,cma-es-ppmf-dp-2-pt-0.9
3607,2,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3727,2,Ellips10,0.2,10,cma-es-ppmf-dp-2-pt-0.2
4263,2,Ellips10,0.3,10,cma-es-ppmf-dp-2-pt-0.3
5183,2,Ellips10,0.4,10,cma-es-ppmf-dp-2-pt-0.4
8071,2,Ellips10,0.5,10,cma-es-ppmf-dp-2-pt-0.5
17255,2,Ellips10,0.6,10,cma-es-ppmf-dp-2-pt-0.6
9183,2,Ellips10,0.9,10,cma-es-ppmf-dp-2-pt-0.9
12619,5,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
13899,5,Ellips10,0.2,10,cma-es-ppmf-dp-2-pt-0.2
16839,5,Ellips10,0.3,10,cma-es-ppmf-dp-2-pt-0.3
20359,5,Ellips10,0.4,10,cma-es-ppmf-dp-2-pt-0.4
29459,5,Ellips10,0.5,10,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips10,0.6,10,cma-es-ppmf-dp-2-pt-0.6
20059,5,Ellips10,0.9,10,cma-es-ppmf-dp-2-pt-0.9
43479,10,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
55119,10,Ellips10,0.2,10,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,10,cma-es-ppmf-dp-2-pt-0.3
68279,10,Ellips10,0.4,10,cma-es-ppmf-dp-2-pt-0.4
80999,10,Ellips10,0.5,10,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,10,cma-es-ppmf-dp-2-pt-0.6
48639,10,Ellips10,0.9,10,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,10,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,10,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,10,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,10,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,10,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,10,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,10,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,10,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,10,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,10,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,10,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,10,cma-es-ppmf-dp-2-pt-0.9
3807,2,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
4207,2,Ellips100,0.2,10,cma-es-ppmf-dp-2-pt-0.2
4343,2,Ellips100,0.3,10,cma-es-ppmf-dp-2-pt-0.3
5295,2,Ellips100,0.4,10,cma-es-ppmf-dp-2-pt-0.4
7463,2,Ellips100,0.5,10,cma-es-ppmf-dp-2-pt-0.5
16847,2,Ellips100,0.6,10,cma-es-ppmf-dp-2-pt-0.6
14255,2,Ellips100,0.9,10,cma-es-ppmf-dp-2-pt-0.9
13259,5,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
14339,5,Ellips100,0.2,10,cma-es-ppmf-dp-2-pt-0.2
16519,5,Ellips100,0.3,10,cma-es-ppmf-dp-2-pt-0.3
20939,5,Ellips100,0.4,10,cma-es-ppmf-dp-2-pt-0.4
28579,5,Ellips100,0.5,10,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,10,cma-es-ppmf-dp-2-pt-0.6
17319,5,Ellips100,0.9,10,cma-es-ppmf-dp-2-pt-0.9
44159,10,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
56999,10,Ellips100,0.2,10,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips100,0.3,10,cma-es-ppmf-dp-2-pt-0.3
68559,10,Ellips100,0.4,10,cma-es-ppmf-dp-2-pt-0.4
82359,10,Ellips100,0.5,10,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,10,cma-es-ppmf-dp-2-pt-0.6
47999,10,Ellips100,0.9,10,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,10,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,10,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,10,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,10,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,10,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,10,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,10,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,10,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,10,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,10,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,10,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,10,cma-es-ppmf-dp-2-pt-0.9
3543,2,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3783,2,Sphere,0.2,11,cma-es-ppmf-dp-2-pt-0.2
4447,2,Sphere,0.3,11,cma-es-ppmf-dp-2-pt-0.3
5087,2,Sphere,0.4,11,cma-es-ppmf-dp-2-pt-0.4
7879,2,Sphere,0.5,11,cma-es-ppmf-dp-2-pt-0.5
17567,2,Sphere,0.6,11,cma-es-ppmf-dp-2-pt-0.6
7679,2,Sphere,0.9,11,cma-es-ppmf-dp-2-pt-0.9
12419,5,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
13859,5,Sphere,0.2,11,cma-es-ppmf-dp-2-pt-0.2
15659,5,Sphere,0.3,11,cma-es-ppmf-dp-2-pt-0.3
20379,5,Sphere,0.4,11,cma-es-ppmf-dp-2-pt-0.4
29599,5,Sphere,0.5,11,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,11,cma-es-ppmf-dp-2-pt-0.6
16279,5,Sphere,0.9,11,cma-es-ppmf-dp-2-pt-0.9
42559,10,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
55039,10,Sphere,0.2,11,cma-es-ppmf-dp-2-pt-0.2
88759,10,Sphere,0.3,11,cma-es-ppmf-dp-2-pt-0.3
66799,10,Sphere,0.4,11,cma-es-ppmf-dp-2-pt-0.4
42999,10,Sphere,0.5,11,cma-es-ppmf-dp-2-pt-0.5
44999,10,Sphere,0.6,11,cma-es-ppmf-dp-2-pt-0.6
43599,10,Sphere,0.9,11,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,11,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,11,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,11,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,11,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,11,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,11,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,11,cma-es-ppmf-dp-2-pt-0.2
