FE,N,Eval,d_param,Iteration,Alg
500199,50,Ellips10,0.1,10,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,10,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,10,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,10,cma-es-ppmf-dp-100-pt-0.1
4071,2,Ellips100,0.01,10,cma-es-ppmf-dp-0.01-pt-0.1
3871,2,Ellips100,0.1,10,cma-es-ppmf-dp-0.1-pt-0.1
3583,2,Ellips100,1,10,cma-es-ppmf-dp-1-pt-0.1
7319,2,Ellips100,10,10,cma-es-ppmf-dp-10-pt-0.1
5999,2,Ellips100,100,10,cma-es-ppmf-dp-100-pt-0.1
14719,5,Ellips100,0.01,10,cma-es-ppmf-dp-0.01-pt-0.1
13119,5,Ellips100,0.1,10,cma-es-ppmf-dp-0.1-pt-0.1
12839,5,Ellips100,1,10,cma-es-ppmf-dp-1-pt-0.1
10099,5,Ellips100,10,10,cma-es-ppmf-dp-10-pt-0.1
14679,5,Ellips100,100,10,cma-es-ppmf-dp-100-pt-0.1
44359,10,Ellips100,0.01,10,cma-es-ppmf-dp-0.01-pt-0.1
41119,10,Ellips100,0.1,10,cma-es-ppmf-dp-0.1-pt-0.1
41119,10,Ellips100,1,10,cma-es-ppmf-dp-1-pt-0.1
33039,10,Ellips100,10,10,cma-es-ppmf-dp-10-pt-0.1
53919,10,Ellips100,100,10,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,10,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,10,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,10,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,10,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,10,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,10,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,10,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,10,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,10,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,10,cma-es-ppmf-dp-100-pt-0.1
3927,2,Sphere,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
3511,2,Sphere,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
3415,2,Sphere,1,11,cma-es-ppmf-dp-1-pt-0.1
7263,2,Sphere,10,11,cma-es-ppmf-dp-10-pt-0.1
12735,2,Sphere,100,11,cma-es-ppmf-dp-100-pt-0.1
13419,5,Sphere,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
12639,5,Sphere,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
12299,5,Sphere,1,11,cma-es-ppmf-dp-1-pt-0.1
15639,5,Sphere,10,11,cma-es-ppmf-dp-10-pt-0.1
18459,5,Sphere,100,11,cma-es-ppmf-dp-100-pt-0.1
40559,10,Sphere,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
39119,10,Sphere,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
39399,10,Sphere,1,11,cma-es-ppmf-dp-1-pt-0.1
34999,10,Sphere,10,11,cma-es-ppmf-dp-10-pt-0.1
47079,10,Sphere,100,11,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,11,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,11,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,11,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,11,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,11,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,11,cma-es-ppmf-dp-100-pt-0.1
4135,2,Ellips10,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
3807,2,Ellips10,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
3495,2,Ellips10,1,11,cma-es-ppmf-dp-1-pt-0.1
7695,2,Ellips10,10,11,cma-es-ppmf-dp-10-pt-0.1
5775,2,Ellips10,100,11,cma-es-ppmf-dp-100-pt-0.1
14239,5,Ellips10,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
12759,5,Ellips10,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
12419,5,Ellips10,1,11,cma-es-ppmf-dp-1-pt-0.1
14859,5,Ellips10,10,11,cma-es-ppmf-dp-10-pt-0.1
13039,5,Ellips10,100,11,cma-es-ppmf-dp-100-pt-0.1
42799,10,Ellips10,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
39999,10,Ellips10,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
40839,10,Ellips10,1,11,cma-es-ppmf-dp-1-pt-0.1
33359,10,Ellips10,10,11,cma-es-ppmf-dp-10-pt-0.1
51479,10,Ellips10,100,11,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,11,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,11,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,11,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,11,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,11,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,11,cma-es-ppmf-dp-100-pt-0.1
4503,2,Ellips100,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
3743,2,Ellips100,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
3703,2,Ellips100,1,11,cma-es-ppmf-dp-1-pt-0.1
8303,2,Ellips100,10,11,cma-es-ppmf-dp-10-pt-0.1
12751,2,Ellips100,100,11,cma-es-ppmf-dp-100-pt-0.1
14559,5,Ellips100,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
13259,5,Ellips100,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
12739,5,Ellips100,1,11,cma-es-ppmf-dp-1-pt-0.1
23599,5,Ellips100,10,11,cma-es-ppmf-dp-10-pt-0.1
16759,5,Ellips100,100,11,cma-es-ppmf-dp-100-pt-0.1
44479,10,Ellips100,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
40759,10,Ellips100,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
41159,10,Ellips100,1,11,cma-es-ppmf-dp-1-pt-0.1
45559,10,Ellips100,10,11,cma-es-ppmf-dp-10-pt-0.1
45919,10,Ellips100,100,11,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,11,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,11,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,11,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,11,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,11,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,11,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,11,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,11,cma-es-ppmf-dp-100-pt-0.1
3919,2,Sphere,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
3655,2,Sphere,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
3415,2,Sphere,1,12,cma-es-ppmf-dp-1-pt-0.1
16575,2,Sphere,10,12,cma-es-ppmf-dp-10-pt-0.1
9295,2,Sphere,100,12,cma-es-ppmf-dp-100-pt-0.1
13739,5,Sphere,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
12739,5,Sphere,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
12219,5,Sphere,1,12,cma-es-ppmf-dp-1-pt-0.1
16199,5,Sphere,10,12,cma-es-ppmf-dp-10-pt-0.1
14679,5,Sphere,100,12,cma-es-ppmf-dp-100-pt-0.1
41399,10,Sphere,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
39039,10,Sphere,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
39599,10,Sphere,1,12,cma-es-ppmf-dp-1-pt-0.1
48799,10,Sphere,10,12,cma-es-ppmf-dp-10-pt-0.1
38999,10,Sphere,100,12,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,12,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,12,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,12,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,12,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,12,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,12,cma-es-ppmf-dp-100-pt-0.1
3895,2,Ellips10,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
3783,2,Ellips10,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
3543,2,Ellips10,1,12,cma-es-ppmf-dp-1-pt-0.1
4391,2,Ellips10,10,12,cma-es-ppmf-dp-10-pt-0.1
11999,2,Ellips10,100,12,cma-es-ppmf-dp-100-pt-0.1
13759,5,Ellips10,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
12699,5,Ellips10,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
12339,5,Ellips10,1,12,cma-es-ppmf-dp-1-pt-0.1
13139,5,Ellips10,10,12,cma-es-ppmf-dp-10-pt-0.1
13939,5,Ellips10,100,12,cma-es-ppmf-dp-100-pt-0.1
41999,10,Ellips10,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
40159,10,Ellips10,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
40119,10,Ellips10,1,12,cma-es-ppmf-dp-1-pt-0.1
47999,10,Ellips10,10,12,cma-es-ppmf-dp-10-pt-0.1
50159,10,Ellips10,100,12,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,12,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,12,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,12,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,12,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,12,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,12,cma-es-ppmf-dp-100-pt-0.1
4223,2,Ellips100,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
3791,2,Ellips100,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
3703,2,Ellips100,1,12,cma-es-ppmf-dp-1-pt-0.1
14703,2,Ellips100,10,12,cma-es-ppmf-dp-10-pt-0.1
7103,2,Ellips100,100,12,cma-es-ppmf-dp-100-pt-0.1
13899,5,Ellips100,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
13139,5,Ellips100,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
12559,5,Ellips100,1,12,cma-es-ppmf-dp-1-pt-0.1
16399,5,Ellips100,10,12,cma-es-ppmf-dp-10-pt-0.1
18479,5,Ellips100,100,12,cma-es-ppmf-dp-100-pt-0.1
43759,10,Ellips100,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
40999,10,Ellips100,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
41439,10,Ellips100,1,12,cma-es-ppmf-dp-1-pt-0.1
37519,10,Ellips100,10,12,cma-es-ppmf-dp-10-pt-0.1
39719,10,Ellips100,100,12,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,12,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,12,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,12,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,12,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,12,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,12,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,12,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,12,cma-es-ppmf-dp-100-pt-0.1
3935,2,Sphere,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
3631,2,Sphere,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
3335,2,Sphere,1,13,cma-es-ppmf-dp-1-pt-0.1
13671,2,Sphere,10,13,cma-es-ppmf-dp-10-pt-0.1
12007,2,Sphere,100,13,cma-es-ppmf-dp-100-pt-0.1
13679,5,Sphere,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
12299,5,Sphere,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
12219,5,Sphere,1,13,cma-es-ppmf-dp-1-pt-0.1
16499,5,Sphere,10,13,cma-es-ppmf-dp-10-pt-0.1
12039,5,Sphere,100,13,cma-es-ppmf-dp-100-pt-0.1
41799,10,Sphere,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
39279,10,Sphere,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
39479,10,Sphere,1,13,cma-es-ppmf-dp-1-pt-0.1
38639,10,Sphere,10,13,cma-es-ppmf-dp-10-pt-0.1
33119,10,Sphere,100,13,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,13,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,13,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,13,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,13,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,13,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,13,cma-es-ppmf-dp-100-pt-0.1
3839,2,Ellips10,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
3751,2,Ellips10,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
3543,2,Ellips10,1,13,cma-es-ppmf-dp-1-pt-0.1
7127,2,Ellips10,10,13,cma-es-ppmf-dp-10-pt-0.1
19407,2,Ellips10,100,13,cma-es-ppmf-dp-100-pt-0.1
14659,5,Ellips10,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
12919,5,Ellips10,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
12519,5,Ellips10,1,13,cma-es-ppmf-dp-1-pt-0.1
19319,5,Ellips10,10,13,cma-es-ppmf-dp-10-pt-0.1
17299,5,Ellips10,100,13,cma-es-ppmf-dp-100-pt-0.1
42079,10,Ellips10,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
39919,10,Ellips10,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
39799,10,Ellips10,1,13,cma-es-ppmf-dp-1-pt-0.1
42559,10,Ellips10,10,13,cma-es-ppmf-dp-10-pt-0.1
36639,10,Ellips10,100,13,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,13,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,13,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,13,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,13,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,13,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,13,cma-es-ppmf-dp-100-pt-0.1
4231,2,Ellips100,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
3823,2,Ellips100,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
3575,2,Ellips100,1,13,cma-es-ppmf-dp-1-pt-0.1
7143,2,Ellips100,10,13,cma-es-ppmf-dp-10-pt-0.1
10199,2,Ellips100,100,13,cma-es-ppmf-dp-100-pt-0.1
14879,5,Ellips100,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
13239,5,Ellips100,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
12899,5,Ellips100,1,13,cma-es-ppmf-dp-1-pt-0.1
15399,5,Ellips100,10,13,cma-es-ppmf-dp-10-pt-0.1
16979,5,Ellips100,100,13,cma-es-ppmf-dp-100-pt-0.1
44439,10,Ellips100,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
41359,10,Ellips100,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
41559,10,Ellips100,1,13,cma-es-ppmf-dp-1-pt-0.1
34239,10,Ellips100,10,13,cma-es-ppmf-dp-10-pt-0.1
46439,10,Ellips100,100,13,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,13,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,13,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,13,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,13,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,13,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,13,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,13,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,13,cma-es-ppmf-dp-100-pt-0.1
3783,2,Sphere,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
3727,2,Sphere,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
3423,2,Sphere,1,14,cma-es-ppmf-dp-1-pt-0.1
14215,2,Sphere,10,14,cma-es-ppmf-dp-10-pt-0.1
8479,2,Sphere,100,14,cma-es-ppmf-dp-100-pt-0.1
13139,5,Sphere,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
12439,5,Sphere,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
12299,5,Sphere,1,14,cma-es-ppmf-dp-1-pt-0.1
11919,5,Sphere,10,14,cma-es-ppmf-dp-10-pt-0.1
21119,5,Sphere,100,14,cma-es-ppmf-dp-100-pt-0.1
41839,10,Sphere,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
39119,10,Sphere,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
39399,10,Sphere,1,14,cma-es-ppmf-dp-1-pt-0.1
41359,10,Sphere,10,14,cma-es-ppmf-dp-10-pt-0.1
50239,10,Sphere,100,14,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,14,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,14,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,14,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,14,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,14,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,14,cma-es-ppmf-dp-100-pt-0.1
4223,2,Ellips10,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
3671,2,Ellips10,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
3615,2,Ellips10,1,14,cma-es-ppmf-dp-1-pt-0.1
7135,2,Ellips10,10,14,cma-es-ppmf-dp-10-pt-0.1
4295,2,Ellips10,100,14,cma-es-ppmf-dp-100-pt-0.1
13979,5,Ellips10,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
12599,5,Ellips10,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
12339,5,Ellips10,1,14,cma-es-ppmf-dp-1-pt-0.1
14819,5,Ellips10,10,14,cma-es-ppmf-dp-10-pt-0.1
18479,5,Ellips10,100,14,cma-es-ppmf-dp-100-pt-0.1
43319,10,Ellips10,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
40119,10,Ellips10,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
39959,10,Ellips10,1,14,cma-es-ppmf-dp-1-pt-0.1
45759,10,Ellips10,10,14,cma-es-ppmf-dp-10-pt-0.1
44479,10,Ellips10,100,14,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,14,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,14,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,14,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,14,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,14,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,14,cma-es-ppmf-dp-100-pt-0.1
4151,2,Ellips100,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
3767,2,Ellips100,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
3719,2,Ellips100,1,14,cma-es-ppmf-dp-1-pt-0.1
12487,2,Ellips100,10,14,cma-es-ppmf-dp-10-pt-0.1
8759,2,Ellips100,100,14,cma-es-ppmf-dp-100-pt-0.1
14799,5,Ellips100,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
13159,5,Ellips100,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
12919,5,Ellips100,1,14,cma-es-ppmf-dp-1-pt-0.1
12219,5,Ellips100,10,14,cma-es-ppmf-dp-10-pt-0.1
23419,5,Ellips100,100,14,cma-es-ppmf-dp-100-pt-0.1
44199,10,Ellips100,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
40999,10,Ellips100,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
41159,10,Ellips100,1,14,cma-es-ppmf-dp-1-pt-0.1
41919,10,Ellips100,10,14,cma-es-ppmf-dp-10-pt-0.1
39639,10,Ellips100,100,14,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,14,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,14,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,14,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,14,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,14,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,14,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,14,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,14,cma-es-ppmf-dp-100-pt-0.1
4191,2,Sphere,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
3703,2,Sphere,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
3463,2,Sphere,1,15,cma-es-ppmf-dp-1-pt-0.1
11359,2,Sphere,10,15,cma-es-ppmf-dp-10-pt-0.1
6567,2,Sphere,100,15,cma-es-ppmf-dp-100-pt-0.1
14079,5,Sphere,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
12579,5,Sphere,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
12239,5,Sphere,1,15,cma-es-ppmf-dp-1-pt-0.1
14539,5,Sphere,10,15,cma-es-ppmf-dp-10-pt-0.1
20879,5,Sphere,100,15,cma-es-ppmf-dp-100-pt-0.1
41959,10,Sphere,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
39319,10,Sphere,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
39679,10,Sphere,1,15,cma-es-ppmf-dp-1-pt-0.1
33999,10,Sphere,10,15,cma-es-ppmf-dp-10-pt-0.1
50879,10,Sphere,100,15,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,15,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,15,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,15,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,15,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,15,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,15,cma-es-ppmf-dp-100-pt-0.1
4191,2,Ellips10,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
3751,2,Ellips10,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
3591,2,Ellips10,1,15,cma-es-ppmf-dp-1-pt-0.1
20007,2,Ellips10,10,15,cma-es-ppmf-dp-10-pt-0.1
9543,2,Ellips10,100,15,cma-es-ppmf-dp-100-pt-0.1
14319,5,Ellips10,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
12519,5,Ellips10,0.1,15,cma-es-ppmf-dp-0.1-pt-0.1
12399,5,Ellips10,1,15,cma-es-ppmf-dp-1-pt-0.1
16199,5,Ellips10,10,15,cma-es-ppmf-dp-10-pt-0.1
13539,5,Ellips10,100,15,cma-es-ppmf-dp-100-pt-0.1
42279,10,Ellips10,0.01,15,cma-es-ppmf-dp-0.01-pt-0.1
