FE,N,Eval,sigma,Iteration,Alg
300119,30,Ellips10,100,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,18,cma-es-ppmf-dp-2-pt-0.1
4895,2,Ellips100,0.001,18,cma-es-ppmf-dp-2-pt-0.1
4343,2,Ellips100,0.01,18,cma-es-ppmf-dp-2-pt-0.1
3999,2,Ellips100,0.1,18,cma-es-ppmf-dp-2-pt-0.1
3727,2,Ellips100,1,18,cma-es-ppmf-dp-2-pt-0.1
3503,2,Ellips100,10,18,cma-es-ppmf-dp-2-pt-0.1
2999,2,Ellips100,100,18,cma-es-ppmf-dp-2-pt-0.1
2807,2,Ellips100,1000,18,cma-es-ppmf-dp-2-pt-0.1
16439,5,Ellips100,0.001,18,cma-es-ppmf-dp-2-pt-0.1
15319,5,Ellips100,0.01,18,cma-es-ppmf-dp-2-pt-0.1
13999,5,Ellips100,0.1,18,cma-es-ppmf-dp-2-pt-0.1
13259,5,Ellips100,1,18,cma-es-ppmf-dp-2-pt-0.1
12019,5,Ellips100,10,18,cma-es-ppmf-dp-2-pt-0.1
10839,5,Ellips100,100,18,cma-es-ppmf-dp-2-pt-0.1
9779,5,Ellips100,1000,18,cma-es-ppmf-dp-2-pt-0.1
55639,10,Ellips100,0.001,18,cma-es-ppmf-dp-2-pt-0.1
51839,10,Ellips100,0.01,18,cma-es-ppmf-dp-2-pt-0.1
47919,10,Ellips100,0.1,18,cma-es-ppmf-dp-2-pt-0.1
44519,10,Ellips100,1,18,cma-es-ppmf-dp-2-pt-0.1
40679,10,Ellips100,10,18,cma-es-ppmf-dp-2-pt-0.1
37279,10,Ellips100,100,18,cma-es-ppmf-dp-2-pt-0.1
34119,10,Ellips100,1000,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,18,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,18,cma-es-ppmf-dp-2-pt-0.1
4455,2,Sphere,0.001,19,cma-es-ppmf-dp-2-pt-0.1
4151,2,Sphere,0.01,19,cma-es-ppmf-dp-2-pt-0.1
3759,2,Sphere,0.1,19,cma-es-ppmf-dp-2-pt-0.1
3487,2,Sphere,1,19,cma-es-ppmf-dp-2-pt-0.1
3327,2,Sphere,10,19,cma-es-ppmf-dp-2-pt-0.1
3007,2,Sphere,100,19,cma-es-ppmf-dp-2-pt-0.1
2551,2,Sphere,1000,19,cma-es-ppmf-dp-2-pt-0.1
15539,5,Sphere,0.001,19,cma-es-ppmf-dp-2-pt-0.1
14759,5,Sphere,0.01,19,cma-es-ppmf-dp-2-pt-0.1
13559,5,Sphere,0.1,19,cma-es-ppmf-dp-2-pt-0.1
12519,5,Sphere,1,19,cma-es-ppmf-dp-2-pt-0.1
11299,5,Sphere,10,19,cma-es-ppmf-dp-2-pt-0.1
10359,5,Sphere,100,19,cma-es-ppmf-dp-2-pt-0.1
9319,5,Sphere,1000,19,cma-es-ppmf-dp-2-pt-0.1
53159,10,Sphere,0.001,19,cma-es-ppmf-dp-2-pt-0.1
49839,10,Sphere,0.01,19,cma-es-ppmf-dp-2-pt-0.1
46279,10,Sphere,0.1,19,cma-es-ppmf-dp-2-pt-0.1
42519,10,Sphere,1,19,cma-es-ppmf-dp-2-pt-0.1
38519,10,Sphere,10,19,cma-es-ppmf-dp-2-pt-0.1
34839,10,Sphere,100,19,cma-es-ppmf-dp-2-pt-0.1
31759,10,Sphere,1000,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,19,cma-es-ppmf-dp-2-pt-0.1
4479,2,Ellips10,0.001,19,cma-es-ppmf-dp-2-pt-0.1
4191,2,Ellips10,0.01,19,cma-es-ppmf-dp-2-pt-0.1
3951,2,Ellips10,0.1,19,cma-es-ppmf-dp-2-pt-0.1
3671,2,Ellips10,1,19,cma-es-ppmf-dp-2-pt-0.1
3287,2,Ellips10,10,19,cma-es-ppmf-dp-2-pt-0.1
3183,2,Ellips10,100,19,cma-es-ppmf-dp-2-pt-0.1
2719,2,Ellips10,1000,19,cma-es-ppmf-dp-2-pt-0.1
16019,5,Ellips10,0.001,19,cma-es-ppmf-dp-2-pt-0.1
14879,5,Ellips10,0.01,19,cma-es-ppmf-dp-2-pt-0.1
13879,5,Ellips10,0.1,19,cma-es-ppmf-dp-2-pt-0.1
12819,5,Ellips10,1,19,cma-es-ppmf-dp-2-pt-0.1
11699,5,Ellips10,10,19,cma-es-ppmf-dp-2-pt-0.1
10399,5,Ellips10,100,19,cma-es-ppmf-dp-2-pt-0.1
9579,5,Ellips10,1000,19,cma-es-ppmf-dp-2-pt-0.1
54159,10,Ellips10,0.001,19,cma-es-ppmf-dp-2-pt-0.1
50959,10,Ellips10,0.01,19,cma-es-ppmf-dp-2-pt-0.1
47159,10,Ellips10,0.1,19,cma-es-ppmf-dp-2-pt-0.1
43159,10,Ellips10,1,19,cma-es-ppmf-dp-2-pt-0.1
40119,10,Ellips10,10,19,cma-es-ppmf-dp-2-pt-0.1
36119,10,Ellips10,100,19,cma-es-ppmf-dp-2-pt-0.1
32519,10,Ellips10,1000,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,19,cma-es-ppmf-dp-2-pt-0.1
4719,2,Ellips100,0.001,19,cma-es-ppmf-dp-2-pt-0.1
4431,2,Ellips100,0.01,19,cma-es-ppmf-dp-2-pt-0.1
3903,2,Ellips100,0.1,19,cma-es-ppmf-dp-2-pt-0.1
3679,2,Ellips100,1,19,cma-es-ppmf-dp-2-pt-0.1
3399,2,Ellips100,10,19,cma-es-ppmf-dp-2-pt-0.1
3103,2,Ellips100,100,19,cma-es-ppmf-dp-2-pt-0.1
2791,2,Ellips100,1000,19,cma-es-ppmf-dp-2-pt-0.1
16159,5,Ellips100,0.001,19,cma-es-ppmf-dp-2-pt-0.1
14879,5,Ellips100,0.01,19,cma-es-ppmf-dp-2-pt-0.1
14019,5,Ellips100,0.1,19,cma-es-ppmf-dp-2-pt-0.1
12979,5,Ellips100,1,19,cma-es-ppmf-dp-2-pt-0.1
11959,5,Ellips100,10,19,cma-es-ppmf-dp-2-pt-0.1
10919,5,Ellips100,100,19,cma-es-ppmf-dp-2-pt-0.1
9919,5,Ellips100,1000,19,cma-es-ppmf-dp-2-pt-0.1
54959,10,Ellips100,0.001,19,cma-es-ppmf-dp-2-pt-0.1
51559,10,Ellips100,0.01,19,cma-es-ppmf-dp-2-pt-0.1
48679,10,Ellips100,0.1,19,cma-es-ppmf-dp-2-pt-0.1
44239,10,Ellips100,1,19,cma-es-ppmf-dp-2-pt-0.1
40719,10,Ellips100,10,19,cma-es-ppmf-dp-2-pt-0.1
36839,10,Ellips100,100,19,cma-es-ppmf-dp-2-pt-0.1
33679,10,Ellips100,1000,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,19,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,19,cma-es-ppmf-dp-2-pt-0.1
4551,2,Sphere,0.001,20,cma-es-ppmf-dp-2-pt-0.1
4255,2,Sphere,0.01,20,cma-es-ppmf-dp-2-pt-0.1
3799,2,Sphere,0.1,20,cma-es-ppmf-dp-2-pt-0.1
3471,2,Sphere,1,20,cma-es-ppmf-dp-2-pt-0.1
3247,2,Sphere,10,20,cma-es-ppmf-dp-2-pt-0.1
2983,2,Sphere,100,20,cma-es-ppmf-dp-2-pt-0.1
2623,2,Sphere,1000,20,cma-es-ppmf-dp-2-pt-0.1
15659,5,Sphere,0.001,20,cma-es-ppmf-dp-2-pt-0.1
14739,5,Sphere,0.01,20,cma-es-ppmf-dp-2-pt-0.1
13439,5,Sphere,0.1,20,cma-es-ppmf-dp-2-pt-0.1
12399,5,Sphere,1,20,cma-es-ppmf-dp-2-pt-0.1
11319,5,Sphere,10,20,cma-es-ppmf-dp-2-pt-0.1
10439,5,Sphere,100,20,cma-es-ppmf-dp-2-pt-0.1
9159,5,Sphere,1000,20,cma-es-ppmf-dp-2-pt-0.1
53959,10,Sphere,0.001,20,cma-es-ppmf-dp-2-pt-0.1
49759,10,Sphere,0.01,20,cma-es-ppmf-dp-2-pt-0.1
46079,10,Sphere,0.1,20,cma-es-ppmf-dp-2-pt-0.1
42639,10,Sphere,1,20,cma-es-ppmf-dp-2-pt-0.1
38959,10,Sphere,10,20,cma-es-ppmf-dp-2-pt-0.1
35199,10,Sphere,100,20,cma-es-ppmf-dp-2-pt-0.1
31679,10,Sphere,1000,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,20,cma-es-ppmf-dp-2-pt-0.1
4631,2,Ellips10,0.001,20,cma-es-ppmf-dp-2-pt-0.1
4271,2,Ellips10,0.01,20,cma-es-ppmf-dp-2-pt-0.1
3759,2,Ellips10,0.1,20,cma-es-ppmf-dp-2-pt-0.1
3703,2,Ellips10,1,20,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips10,10,20,cma-es-ppmf-dp-2-pt-0.1
2903,2,Ellips10,100,20,cma-es-ppmf-dp-2-pt-0.1
2719,2,Ellips10,1000,20,cma-es-ppmf-dp-2-pt-0.1
15859,5,Ellips10,0.001,20,cma-es-ppmf-dp-2-pt-0.1
14999,5,Ellips10,0.01,20,cma-es-ppmf-dp-2-pt-0.1
13779,5,Ellips10,0.1,20,cma-es-ppmf-dp-2-pt-0.1
12979,5,Ellips10,1,20,cma-es-ppmf-dp-2-pt-0.1
11619,5,Ellips10,10,20,cma-es-ppmf-dp-2-pt-0.1
10559,5,Ellips10,100,20,cma-es-ppmf-dp-2-pt-0.1
9579,5,Ellips10,1000,20,cma-es-ppmf-dp-2-pt-0.1
53959,10,Ellips10,0.001,20,cma-es-ppmf-dp-2-pt-0.1
50999,10,Ellips10,0.01,20,cma-es-ppmf-dp-2-pt-0.1
46479,10,Ellips10,0.1,20,cma-es-ppmf-dp-2-pt-0.1
43079,10,Ellips10,1,20,cma-es-ppmf-dp-2-pt-0.1
39759,10,Ellips10,10,20,cma-es-ppmf-dp-2-pt-0.1
36159,10,Ellips10,100,20,cma-es-ppmf-dp-2-pt-0.1
32239,10,Ellips10,1000,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,20,cma-es-ppmf-dp-2-pt-0.1
4743,2,Ellips100,0.001,20,cma-es-ppmf-dp-2-pt-0.1
4479,2,Ellips100,0.01,20,cma-es-ppmf-dp-2-pt-0.1
3983,2,Ellips100,0.1,20,cma-es-ppmf-dp-2-pt-0.1
3599,2,Ellips100,1,20,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips100,10,20,cma-es-ppmf-dp-2-pt-0.1
3239,2,Ellips100,100,20,cma-es-ppmf-dp-2-pt-0.1
2847,2,Ellips100,1000,20,cma-es-ppmf-dp-2-pt-0.1
16219,5,Ellips100,0.001,20,cma-es-ppmf-dp-2-pt-0.1
15159,5,Ellips100,0.01,20,cma-es-ppmf-dp-2-pt-0.1
14059,5,Ellips100,0.1,20,cma-es-ppmf-dp-2-pt-0.1
12999,5,Ellips100,1,20,cma-es-ppmf-dp-2-pt-0.1
12019,5,Ellips100,10,20,cma-es-ppmf-dp-2-pt-0.1
10799,5,Ellips100,100,20,cma-es-ppmf-dp-2-pt-0.1
9639,5,Ellips100,1000,20,cma-es-ppmf-dp-2-pt-0.1
55399,10,Ellips100,0.001,20,cma-es-ppmf-dp-2-pt-0.1
52439,10,Ellips100,0.01,20,cma-es-ppmf-dp-2-pt-0.1
48119,10,Ellips100,0.1,20,cma-es-ppmf-dp-2-pt-0.1
44279,10,Ellips100,1,20,cma-es-ppmf-dp-2-pt-0.1
41239,10,Ellips100,10,20,cma-es-ppmf-dp-2-pt-0.1
37359,10,Ellips100,100,20,cma-es-ppmf-dp-2-pt-0.1
33439,10,Ellips100,1000,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,20,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,20,cma-es-ppmf-dp-2-pt-0.1
