FE,N,Eval,lambda,Iteration,Alg
46052,50,Sphere,300,6,cma-es-ppmf-dp-2-pt-0.1
56540,50,Sphere,400,6,cma-es-ppmf-dp-2-pt-0.1
67133,50,Sphere,500,6,cma-es-ppmf-dp-2-pt-0.1
111110,50,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
525777,100,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
24785,100,Sphere,50,6,cma-es-ppmf-dp-2-pt-0.1
39490,100,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
66329,100,Sphere,200,6,cma-es-ppmf-dp-2-pt-0.1
90901,100,Sphere,300,6,cma-es-ppmf-dp-2-pt-0.1
117091,100,Sphere,400,6,cma-es-ppmf-dp-2-pt-0.1
143285,100,Sphere,500,6,cma-es-ppmf-dp-2-pt-0.1
240239,100,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
3398,2,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
2753,2,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
3736,2,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
5828,2,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
8427,2,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
10024,2,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
5257,5,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
3824,5,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
5554,5,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
9245,5,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
12641,5,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
15638,5,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
18536,5,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
5334,10,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
4844,10,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
8079,10,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
13466,10,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
23658,10,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
21427,30,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
11015,30,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
17573,30,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
28943,30,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
37022,30,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
46114,30,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
50099,30,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
91090,30,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
70707,50,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
23561,50,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
35854,50,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
52862,50,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
68928,50,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
83808,50,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
94688,50,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
140139,50,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
526283,100,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
53192,100,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
82011,100,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
131051,100,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
170666,100,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
206113,100,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
236972,100,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
368367,100,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
3530,2,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
2345,2,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
6230,2,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
7825,2,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
10425,2,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
8425,5,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
3875,5,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
5958,5,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
9848,5,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
16440,5,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
20540,5,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
36035,5,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
5543,10,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
5252,10,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
8887,10,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
14672,10,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
19564,10,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
24861,10,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
29057,10,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
51050,10,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
12979,30,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
22592,30,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
29794,30,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
42209,30,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
48159,30,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
56941,30,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
66131,30,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
107106,30,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
76900,50,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
55334,50,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
67972,50,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
97082,50,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
112874,50,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
132329,50,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
151301,50,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
197196,50,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
571350,100,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
157385,100,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
211291,100,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
289841,100,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
361199,100,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
400999,100,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
455909,100,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
653652,100,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
3376,2,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
2549,2,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
3332,2,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
5627,2,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
7825,2,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
10024,2,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
12524,2,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
6434,5,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
3620,5,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
5453,5,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
12340,5,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
33032,5,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
4267,10,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
4589,10,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
7776,10,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
13466,10,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
18360,10,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
27053,10,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
49048,10,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
21108,30,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
8108,30,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
12927,30,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
21707,30,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
31002,30,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
47093,30,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
85084,30,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
67594,50,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
12239,50,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
21108,50,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
35375,50,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
45751,50,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
57743,50,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
66632,50,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
110109,50,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
551022,100,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
24785,100,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
39793,100,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
67535,100,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
95115,100,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
117492,100,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
140780,100,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
240239,100,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
3409,2,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
2702,2,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
3736,2,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
5828,2,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
8427,2,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
10425,2,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
12023,2,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
5345,5,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
3671,5,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
9245,5,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
12641,5,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
15638,5,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
19538,5,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
4366,10,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
4946,10,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
8180,10,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
13868,10,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
18360,10,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
23658,10,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
8018,30,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
13208,30,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
18583,30,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
28742,30,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
37022,30,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
43307,30,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
51101,30,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
87086,30,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
73468,50,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
21317,50,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
36056,50,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
57284,50,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
70132,50,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
83407,50,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
94187,50,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
141140,50,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
567808,100,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
56354,100,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
81405,100,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
122609,100,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
166452,100,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
212930,100,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
238976,100,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
380379,100,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
3673,2,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
2804,2,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
3837,2,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
6029,2,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
8427,2,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
9623,2,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
13526,2,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
7160,5,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
3977,5,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
5958,5,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
9647,5,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
13243,5,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
6049,10,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
5558,10,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
8887,10,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
14069,10,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
19564,10,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
24460,10,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
30059,10,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
51050,10,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
13573,30,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
24122,30,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
30804,30,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
41807,30,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
48460,30,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
58545,30,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
63125,30,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
102101,30,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
67550,50,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
54059,50,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
71002,50,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
97082,50,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
117991,50,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
127517,50,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
150800,50,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
197196,50,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
549405,100,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
158864,100,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
207554,100,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
284213,100,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
344042,100,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
421851,100,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
463925,100,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
670669,100,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
3343,2,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
2498,2,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
3635,2,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
5828,2,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
7524,2,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
9222,2,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
11522,2,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
5631,5,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
3518,5,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
5554,5,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
12039,5,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
15237,5,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
33032,5,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
4410,10,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
4640,10,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
7877,10,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
13265,10,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
18360,10,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
23257,10,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
27053,10,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
49048,10,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
6907,30,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
7853,30,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
13735,30,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
22511,30,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
30701,30,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
47594,30,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
84083,30,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
66450,50,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
12647,50,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
20199,50,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
33767,50,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
47557,50,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
57342,50,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
66131,50,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
106105,50,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
519166,100,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
25193,100,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
41005,100,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
65726,100,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
90299,100,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
117893,100,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
144788,100,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
241240,100,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
3563,2,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
2600,2,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
3938,2,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
5828,2,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
7825,2,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
10024,2,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
4806,5,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
3467,5,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
5554,5,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
12641,5,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
15237,5,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
4564,10,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
4691,10,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
8281,10,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
13868,10,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
23257,10,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
48047,10,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
22373,30,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
12290,30,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
18886,30,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
29546,30,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
36420,30,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
43307,30,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
50600,30,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
89088,30,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
68287,50,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
23510,50,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
33430,50,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
54872,50,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
70433,50,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
89422,50,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
95189,50,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
146145,50,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
504118,100,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
56507,100,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
80496,100,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
129242,100,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
171870,100,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
206113,100,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
239477,100,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
369368,100,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
3607,2,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
2702,2,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
3837,2,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
6230,2,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
11227,2,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
6566,5,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
4028,5,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
9647,5,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
13243,5,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
16440,5,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
19538,5,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
36035,5,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
5719,10,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
5609,10,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
8382,10,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
14270,10,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
19263,10,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
24460,10,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
29057,10,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
52051,10,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
13397,30,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
24836,30,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
32420,30,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
41003,30,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
49664,30,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
59748,30,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
68135,30,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
