FE,N,Eval,lambda,Iteration,Alg
27554,10,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
49048,10,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
6324,30,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
7700,30,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
13331,30,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
22109,30,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
30701,30,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
38896,30,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
46592,30,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
84083,30,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
74502,50,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
12953,50,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
19997,50,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
36179,50,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
45751,50,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
58144,50,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
66632,50,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
106105,50,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
554135,100,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
25397,100,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
38682,100,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
65525,100,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
93610,100,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
118294,100,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
145790,100,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
237236,100,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
3541,2,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
2753,2,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
3837,2,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
6029,2,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
8126,2,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
10425,2,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
6973,5,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
3824,5,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
5453,5,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
12340,5,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
15237,5,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
4058,10,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
4895,10,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
8079,10,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
13667,10,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
23658,10,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
27554,10,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
21031,30,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
12035,30,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
17876,30,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
29747,30,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
36119,30,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
44911,30,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
55610,30,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
91090,30,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
63777,50,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
23765,50,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
35248,50,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
56078,50,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
70132,50,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
83407,50,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
98696,50,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
148147,50,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
614943,100,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
54314,100,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
78072,100,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
125825,100,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
170666,100,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
209722,100,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
248996,100,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
369368,100,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
3618,2,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
2906,2,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
6230,2,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
8126,2,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
10425,2,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
7743,5,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
4232,5,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
9848,5,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
13243,5,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
16440,5,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
19538,5,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
37036,5,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
6896,10,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
5711,10,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
9089,10,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
14672,10,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
19564,10,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
24861,10,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
28556,10,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
52051,10,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
13749,30,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
24377,30,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
31208,30,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
43817,30,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
52674,30,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
57743,30,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
65129,30,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
99098,30,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
23495,50,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
56150,50,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
70497,50,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
94268,50,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
116185,50,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
131928,50,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
147794,50,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
197196,50,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
628979,100,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
157130,100,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
214119,100,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
294062,100,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
346149,100,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
410623,100,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
465428,100,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
647646,100,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
3343,2,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
2447,2,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
3534,2,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
6029,2,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
7524,2,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
9623,2,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
12023,2,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
5334,5,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
3467,5,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
5453,5,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
8642,5,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
12340,5,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
34033,5,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
4685,10,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
4589,10,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
7675,10,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
13265,10,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
18661,10,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
26552,10,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
6599,30,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
7751,30,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
13129,30,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
21305,30,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
31002,30,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
47594,30,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
86085,30,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
67759,50,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
12137,50,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
20704,50,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
34571,50,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
46654,50,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
61753,50,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
67133,50,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
108107,50,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
562671,100,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
24173,100,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
40702,100,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
66329,100,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
91804,100,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
121502,100,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
145289,100,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
246245,100,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
3508,2,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
2702,2,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
3433,2,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
5627,2,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
9623,2,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
6412,5,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
3671,5,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
5554,5,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
15638,5,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
5477,10,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
4844,10,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
7978,10,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
13868,10,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
24059,10,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
8282,30,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
12545,30,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
17573,30,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
28541,30,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
36721,30,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
43307,30,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
54608,30,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
89088,30,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
63755,50,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
23051,50,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
35955,50,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
50048,50,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
70734,50,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
86214,50,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
97193,50,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
139138,50,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
579776,100,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
54008,100,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
78678,100,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
128438,100,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
169763,100,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
208920,100,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
240980,100,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
375374,100,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
3519,2,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
2957,2,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
3938,2,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
6230,2,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
10826,2,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
9085,5,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
4079,5,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
9446,5,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
13243,5,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
16440,5,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
36035,5,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
5499,10,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
5405,10,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
8584,10,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
15074,10,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
19564,10,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
24460,10,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
29057,10,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
51050,10,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
13155,30,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
24377,30,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
31713,30,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
41606,30,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
53276,30,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
60149,30,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
68135,30,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
105104,30,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
62534,50,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
53957,50,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
72113,50,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
97484,50,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
118593,50,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
128319,50,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
148796,50,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
196195,50,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
593757,100,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
160904,100,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
212806,100,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
296072,100,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
361500,100,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
421450,100,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
464927,100,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
662661,100,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
3354,2,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
2600,2,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
3736,2,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
5627,2,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
7825,2,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
10024,2,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
11522,2,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
5268,5,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
3569,5,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
5554,5,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
12340,5,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
34033,5,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
4069,10,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
4538,10,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
7877,10,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
13466,10,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
18059,10,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
27554,10,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
6148,30,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
8108,30,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
12927,30,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
21707,30,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
30400,30,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
39698,30,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
47594,30,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
85084,30,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
64514,50,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
12596,50,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
19189,50,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
34973,50,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
47256,50,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
60550,50,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
69137,50,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
107106,50,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
520948,100,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
25703,100,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
38581,100,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
66128,100,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
93911,100,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
120700,100,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
141782,100,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
240239,100,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
3552,2,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
2804,2,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
3938,2,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
5828,2,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
8126,2,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
9623,2,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
6060,5,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
3671,5,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
9245,5,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
5180,10,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
4895,10,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
8079,10,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
13667,10,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
23257,10,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
21944,30,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
12647,30,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
18785,30,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
25325,30,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
37022,30,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
42505,30,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
52103,30,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
89088,30,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
13111,50,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
23459,50,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
35147,50,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
54269,50,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
70734,50,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
79798,50,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
96692,50,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
140139,50,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
522257,100,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
55436,100,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
81607,100,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
129041,100,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
168559,100,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
201301,100,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
239477,100,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
383382,100,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
3662,2,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
2753,2,Ellips100,50,16,cma-es-ppmf-dp-2-pt-0.1
3837,2,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
6632,2,Ellips100,200,16,cma-es-ppmf-dp-2-pt-0.1
9029,2,Ellips100,300,16,cma-es-ppmf-dp-2-pt-0.1
10826,2,Ellips100,400,16,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,16,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,16,cma-es-ppmf-dp-2-pt-0.1
7567,5,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
4028,5,Ellips100,50,16,cma-es-ppmf-dp-2-pt-0.1
6261,5,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
9848,5,Ellips100,200,16,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips100,300,16,cma-es-ppmf-dp-2-pt-0.1
16841,5,Ellips100,400,16,cma-es-ppmf-dp-2-pt-0.1
20540,5,Ellips100,500,16,cma-es-ppmf-dp-2-pt-0.1
36035,5,Ellips100,1000,16,cma-es-ppmf-dp-2-pt-0.1
5862,10,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
