FE,N,Eval,lambda,Iteration,Alg
34568,10,Rastrigin,500,16,cma-es-ppmf-dp-2-pt-0.1
60059,10,Rastrigin,1000,16,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,16,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,16,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,16,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,16,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,16,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,16,cma-es-ppmf-dp-2-pt-0.1
62123,30,Rastrigin,500,16,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,16,cma-es-ppmf-dp-2-pt-0.1
60488,50,Rastrigin,10,16,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,16,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,16,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,16,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,16,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,16,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,16,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,16,cma-es-ppmf-dp-2-pt-0.1
518220,100,Rastrigin,10,16,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,16,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,16,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,16,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,16,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,16,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,16,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,16,cma-es-ppmf-dp-2-pt-0.1
3673,2,Schaffer,10,16,cma-es-ppmf-dp-2-pt-0.1
5456,2,Schaffer,50,16,cma-es-ppmf-dp-2-pt-0.1
7978,2,Schaffer,100,16,cma-es-ppmf-dp-2-pt-0.1
14471,2,Schaffer,200,16,cma-es-ppmf-dp-2-pt-0.1
8728,2,Schaffer,300,16,cma-es-ppmf-dp-2-pt-0.1
20049,2,Schaffer,400,16,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,16,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,16,cma-es-ppmf-dp-2-pt-0.1
15091,5,Schaffer,10,16,cma-es-ppmf-dp-2-pt-0.1
15146,5,Schaffer,50,16,cma-es-ppmf-dp-2-pt-0.1
19593,5,Schaffer,100,16,cma-es-ppmf-dp-2-pt-0.1
27737,5,Schaffer,200,16,cma-es-ppmf-dp-2-pt-0.1
43644,5,Schaffer,300,16,cma-es-ppmf-dp-2-pt-0.1
46515,5,Schaffer,400,16,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,16,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,16,cma-es-ppmf-dp-2-pt-0.1
61907,10,Schaffer,10,16,cma-es-ppmf-dp-2-pt-0.1
100010,10,Schaffer,50,16,cma-es-ppmf-dp-2-pt-0.1
100090,10,Schaffer,100,16,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,16,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,16,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,16,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,16,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,16,cma-es-ppmf-dp-2-pt-0.1
300002,30,Schaffer,10,16,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,16,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,16,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,16,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,16,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,16,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,16,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,16,cma-es-ppmf-dp-2-pt-0.1
63612,50,Schaffer,10,16,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,16,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,16,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,16,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,16,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,16,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,16,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,16,cma-es-ppmf-dp-2-pt-0.1
580458,100,Schaffer,10,16,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,16,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,16,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,16,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,16,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,16,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,16,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,16,cma-es-ppmf-dp-2-pt-0.1
3409,2,Schwefel,10,16,cma-es-ppmf-dp-2-pt-0.1
4487,2,Schwefel,50,16,cma-es-ppmf-dp-2-pt-0.1
6160,2,Schwefel,100,16,cma-es-ppmf-dp-2-pt-0.1
10049,2,Schwefel,200,16,cma-es-ppmf-dp-2-pt-0.1
12942,2,Schwefel,300,16,cma-es-ppmf-dp-2-pt-0.1
16440,2,Schwefel,400,16,cma-es-ppmf-dp-2-pt-0.1
19538,2,Schwefel,500,16,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,16,cma-es-ppmf-dp-2-pt-0.1
14057,5,Schwefel,10,16,cma-es-ppmf-dp-2-pt-0.1
6425,5,Schwefel,50,16,cma-es-ppmf-dp-2-pt-0.1
9493,5,Schwefel,100,16,cma-es-ppmf-dp-2-pt-0.1
15476,5,Schwefel,200,16,cma-es-ppmf-dp-2-pt-0.1
20768,5,Schwefel,300,16,cma-es-ppmf-dp-2-pt-0.1
26064,5,Schwefel,400,16,cma-es-ppmf-dp-2-pt-0.1
32063,5,Schwefel,500,16,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,16,cma-es-ppmf-dp-2-pt-0.1
9371,10,Schwefel,10,16,cma-es-ppmf-dp-2-pt-0.1
8006,10,Schwefel,50,16,cma-es-ppmf-dp-2-pt-0.1
13331,10,Schwefel,100,16,cma-es-ppmf-dp-2-pt-0.1
22712,10,Schwefel,200,16,cma-es-ppmf-dp-2-pt-0.1
30400,10,Schwefel,300,16,cma-es-ppmf-dp-2-pt-0.1
38896,10,Schwefel,400,16,cma-es-ppmf-dp-2-pt-0.1
46592,10,Schwefel,500,16,cma-es-ppmf-dp-2-pt-0.1
81080,10,Schwefel,1000,16,cma-es-ppmf-dp-2-pt-0.1
23407,30,Schwefel,10,16,cma-es-ppmf-dp-2-pt-0.1
223124,30,Schwefel,50,16,cma-es-ppmf-dp-2-pt-0.1
201898,30,Schwefel,100,16,cma-es-ppmf-dp-2-pt-0.1
210848,30,Schwefel,200,16,cma-es-ppmf-dp-2-pt-0.1
171268,30,Schwefel,300,16,cma-es-ppmf-dp-2-pt-0.1
167617,30,Schwefel,400,16,cma-es-ppmf-dp-2-pt-0.1
78656,30,Schwefel,500,16,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,16,cma-es-ppmf-dp-2-pt-0.1
76207,50,Schwefel,10,16,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,16,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,16,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,16,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,16,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,16,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,16,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,16,cma-es-ppmf-dp-2-pt-0.1
579633,100,Schwefel,10,16,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,16,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,16,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,16,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,16,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,16,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,16,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,16,cma-es-ppmf-dp-2-pt-0.1
3541,2,Griewank,10,16,cma-es-ppmf-dp-2-pt-0.1
5711,2,Griewank,50,16,cma-es-ppmf-dp-2-pt-0.1
9695,2,Griewank,100,16,cma-es-ppmf-dp-2-pt-0.1
16481,2,Griewank,200,16,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,16,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,16,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,16,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,16,cma-es-ppmf-dp-2-pt-0.1
14024,5,Griewank,10,16,cma-es-ppmf-dp-2-pt-0.1
17237,5,Griewank,50,16,cma-es-ppmf-dp-2-pt-0.1
33531,5,Griewank,100,16,cma-es-ppmf-dp-2-pt-0.1
36179,5,Griewank,200,16,cma-es-ppmf-dp-2-pt-0.1
37323,5,Griewank,300,16,cma-es-ppmf-dp-2-pt-0.1
20851,5,Griewank,400,16,cma-es-ppmf-dp-2-pt-0.1
26552,5,Griewank,500,16,cma-es-ppmf-dp-2-pt-0.1
41040,5,Griewank,1000,16,cma-es-ppmf-dp-2-pt-0.1
60708,10,Griewank,10,16,cma-es-ppmf-dp-2-pt-0.1
7088,10,Griewank,50,16,cma-es-ppmf-dp-2-pt-0.1
7877,10,Griewank,100,16,cma-es-ppmf-dp-2-pt-0.1
12863,10,Griewank,200,16,cma-es-ppmf-dp-2-pt-0.1
17457,10,Griewank,300,16,cma-es-ppmf-dp-2-pt-0.1
24460,10,Griewank,400,16,cma-es-ppmf-dp-2-pt-0.1
28556,10,Griewank,500,16,cma-es-ppmf-dp-2-pt-0.1
47046,10,Griewank,1000,16,cma-es-ppmf-dp-2-pt-0.1
9734,30,Griewank,10,16,cma-es-ppmf-dp-2-pt-0.1
11882,30,Griewank,50,16,cma-es-ppmf-dp-2-pt-0.1
17775,30,Griewank,100,16,cma-es-ppmf-dp-2-pt-0.1
27737,30,Griewank,200,16,cma-es-ppmf-dp-2-pt-0.1
36119,30,Griewank,300,16,cma-es-ppmf-dp-2-pt-0.1
40901,30,Griewank,400,16,cma-es-ppmf-dp-2-pt-0.1
47093,30,Griewank,500,16,cma-es-ppmf-dp-2-pt-0.1
79078,30,Griewank,1000,16,cma-es-ppmf-dp-2-pt-0.1
65900,50,Griewank,10,16,cma-es-ppmf-dp-2-pt-0.1
500003,50,Griewank,50,16,cma-es-ppmf-dp-2-pt-0.1
31410,50,Griewank,100,16,cma-es-ppmf-dp-2-pt-0.1
50852,50,Griewank,200,16,cma-es-ppmf-dp-2-pt-0.1
59597,50,Griewank,300,16,cma-es-ppmf-dp-2-pt-0.1
77392,50,Griewank,400,16,cma-es-ppmf-dp-2-pt-0.1
86672,50,Griewank,500,16,cma-es-ppmf-dp-2-pt-0.1
128127,50,Griewank,1000,16,cma-es-ppmf-dp-2-pt-0.1
548921,100,Griewank,10,16,cma-es-ppmf-dp-2-pt-0.1
52121,100,Griewank,50,16,cma-es-ppmf-dp-2-pt-0.1
75446,100,Griewank,100,16,cma-es-ppmf-dp-2-pt-0.1
115775,100,Griewank,200,16,cma-es-ppmf-dp-2-pt-0.1
151402,100,Griewank,300,16,cma-es-ppmf-dp-2-pt-0.1
184058,100,Griewank,400,16,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Griewank,500,16,cma-es-ppmf-dp-2-pt-0.1
330329,100,Griewank,1000,16,cma-es-ppmf-dp-2-pt-0.1
3508,2,Rastrigin,10,17,cma-es-ppmf-dp-2-pt-0.1
5813,2,Rastrigin,50,17,cma-es-ppmf-dp-2-pt-0.1
9796,2,Rastrigin,100,17,cma-es-ppmf-dp-2-pt-0.1
15677,2,Rastrigin,200,17,cma-es-ppmf-dp-2-pt-0.1
13243,2,Rastrigin,300,17,cma-es-ppmf-dp-2-pt-0.1
13232,2,Rastrigin,400,17,cma-es-ppmf-dp-2-pt-0.1
15530,2,Rastrigin,500,17,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,17,cma-es-ppmf-dp-2-pt-0.1
13650,5,Rastrigin,10,17,cma-es-ppmf-dp-2-pt-0.1
18206,5,Rastrigin,50,17,cma-es-ppmf-dp-2-pt-0.1
22926,5,Rastrigin,100,17,cma-es-ppmf-dp-2-pt-0.1
13265,5,Rastrigin,200,17,cma-es-ppmf-dp-2-pt-0.1
22875,5,Rastrigin,300,17,cma-es-ppmf-dp-2-pt-0.1
20851,5,Rastrigin,400,17,cma-es-ppmf-dp-2-pt-0.1
23045,5,Rastrigin,500,17,cma-es-ppmf-dp-2-pt-0.1
44043,5,Rastrigin,1000,17,cma-es-ppmf-dp-2-pt-0.1
84776,10,Rastrigin,10,17,cma-es-ppmf-dp-2-pt-0.1
69512,10,Rastrigin,50,17,cma-es-ppmf-dp-2-pt-0.1
64134,10,Rastrigin,100,17,cma-es-ppmf-dp-2-pt-0.1
100097,10,Rastrigin,200,17,cma-es-ppmf-dp-2-pt-0.1
100232,10,Rastrigin,300,17,cma-es-ppmf-dp-2-pt-0.1
29272,10,Rastrigin,400,17,cma-es-ppmf-dp-2-pt-0.1
35570,10,Rastrigin,500,17,cma-es-ppmf-dp-2-pt-0.1
60059,10,Rastrigin,1000,17,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,17,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,17,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,17,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,17,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,17,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,17,cma-es-ppmf-dp-2-pt-0.1
300098,30,Rastrigin,500,17,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,17,cma-es-ppmf-dp-2-pt-0.1
65086,50,Rastrigin,10,17,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,17,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,17,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,17,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,17,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,17,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,17,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,17,cma-es-ppmf-dp-2-pt-0.1
530023,100,Rastrigin,10,17,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,17,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,17,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,17,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,17,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,17,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,17,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,17,cma-es-ppmf-dp-2-pt-0.1
3574,2,Schaffer,10,17,cma-es-ppmf-dp-2-pt-0.1
5507,2,Schaffer,50,17,cma-es-ppmf-dp-2-pt-0.1
7877,2,Schaffer,100,17,cma-es-ppmf-dp-2-pt-0.1
14471,2,Schaffer,200,17,cma-es-ppmf-dp-2-pt-0.1
10233,2,Schaffer,300,17,cma-es-ppmf-dp-2-pt-0.1
20049,2,Schaffer,400,17,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,17,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,17,cma-es-ppmf-dp-2-pt-0.1
14398,5,Schaffer,10,17,cma-es-ppmf-dp-2-pt-0.1
18053,5,Schaffer,50,17,cma-es-ppmf-dp-2-pt-0.1
33430,5,Schaffer,100,17,cma-es-ppmf-dp-2-pt-0.1
26531,5,Schaffer,200,17,cma-es-ppmf-dp-2-pt-0.1
44547,5,Schaffer,300,17,cma-es-ppmf-dp-2-pt-0.1
50124,5,Schaffer,400,17,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,17,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,17,cma-es-ppmf-dp-2-pt-0.1
73633,10,Schaffer,10,17,cma-es-ppmf-dp-2-pt-0.1
59057,10,Schaffer,50,17,cma-es-ppmf-dp-2-pt-0.1
100090,10,Schaffer,100,17,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,17,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,17,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,17,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,17,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,17,cma-es-ppmf-dp-2-pt-0.1
256497,30,Schaffer,10,17,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,17,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,17,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,17,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,17,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,17,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,17,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,17,cma-es-ppmf-dp-2-pt-0.1
61544,50,Schaffer,10,17,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,17,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,17,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,17,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,17,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,17,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,17,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,17,cma-es-ppmf-dp-2-pt-0.1
549801,100,Schaffer,10,17,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,17,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,17,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,17,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,17,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,17,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,17,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,17,cma-es-ppmf-dp-2-pt-0.1
3244,2,Schwefel,10,17,cma-es-ppmf-dp-2-pt-0.1
4385,2,Schwefel,50,17,cma-es-ppmf-dp-2-pt-0.1
6160,2,Schwefel,100,17,cma-es-ppmf-dp-2-pt-0.1
9245,2,Schwefel,200,17,cma-es-ppmf-dp-2-pt-0.1
12942,2,Schwefel,300,17,cma-es-ppmf-dp-2-pt-0.1
16039,2,Schwefel,400,17,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schwefel,500,17,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,17,cma-es-ppmf-dp-2-pt-0.1
13859,5,Schwefel,10,17,cma-es-ppmf-dp-2-pt-0.1
6119,5,Schwefel,50,17,cma-es-ppmf-dp-2-pt-0.1
9493,5,Schwefel,100,17,cma-es-ppmf-dp-2-pt-0.1
15275,5,Schwefel,200,17,cma-es-ppmf-dp-2-pt-0.1
20467,5,Schwefel,300,17,cma-es-ppmf-dp-2-pt-0.1
26064,5,Schwefel,400,17,cma-es-ppmf-dp-2-pt-0.1
31562,5,Schwefel,500,17,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,17,cma-es-ppmf-dp-2-pt-0.1
11747,10,Schwefel,10,17,cma-es-ppmf-dp-2-pt-0.1
7853,10,Schwefel,50,17,cma-es-ppmf-dp-2-pt-0.1
13230,10,Schwefel,100,17,cma-es-ppmf-dp-2-pt-0.1
22511,10,Schwefel,200,17,cma-es-ppmf-dp-2-pt-0.1
31002,10,Schwefel,300,17,cma-es-ppmf-dp-2-pt-0.1
38896,10,Schwefel,400,17,cma-es-ppmf-dp-2-pt-0.1
46091,10,Schwefel,500,17,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,17,cma-es-ppmf-dp-2-pt-0.1
44681,30,Schwefel,10,17,cma-es-ppmf-dp-2-pt-0.1
180539,30,Schwefel,50,17,cma-es-ppmf-dp-2-pt-0.1
192808,30,Schwefel,100,17,cma-es-ppmf-dp-2-pt-0.1
190145,30,Schwefel,200,17,cma-es-ppmf-dp-2-pt-0.1
51169,30,Schwefel,300,17,cma-es-ppmf-dp-2-pt-0.1
64961,30,Schwefel,400,17,cma-es-ppmf-dp-2-pt-0.1
78155,30,Schwefel,500,17,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,17,cma-es-ppmf-dp-2-pt-0.1
66230,50,Schwefel,10,17,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,17,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,17,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,17,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,17,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,17,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,17,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,17,cma-es-ppmf-dp-2-pt-0.1
509761,100,Schwefel,10,17,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,17,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,17,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,17,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,17,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,17,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,17,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,17,cma-es-ppmf-dp-2-pt-0.1
3574,2,Griewank,10,17,cma-es-ppmf-dp-2-pt-0.1
6170,2,Griewank,50,17,cma-es-ppmf-dp-2-pt-0.1
9695,2,Griewank,100,17,cma-es-ppmf-dp-2-pt-0.1
17687,2,Griewank,200,17,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,17,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,17,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,17,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,17,cma-es-ppmf-dp-2-pt-0.1
14288,5,Griewank,10,17,cma-es-ppmf-dp-2-pt-0.1
18308,5,Griewank,50,17,cma-es-ppmf-dp-2-pt-0.1
25956,5,Griewank,100,17,cma-es-ppmf-dp-2-pt-0.1
29747,5,Griewank,200,17,cma-es-ppmf-dp-2-pt-0.1
17156,5,Griewank,300,17,cma-es-ppmf-dp-2-pt-0.1
26866,5,Griewank,400,17,cma-es-ppmf-dp-2-pt-0.1
24047,5,Griewank,500,17,cma-es-ppmf-dp-2-pt-0.1
42041,5,Griewank,1000,17,cma-es-ppmf-dp-2-pt-0.1
58651,10,Griewank,10,17,cma-es-ppmf-dp-2-pt-0.1
7037,10,Griewank,50,17,cma-es-ppmf-dp-2-pt-0.1
8584,10,Griewank,100,17,cma-es-ppmf-dp-2-pt-0.1
13064,10,Griewank,200,17,cma-es-ppmf-dp-2-pt-0.1
17758,10,Griewank,300,17,cma-es-ppmf-dp-2-pt-0.1
26866,10,Griewank,400,17,cma-es-ppmf-dp-2-pt-0.1
26552,10,Griewank,500,17,cma-es-ppmf-dp-2-pt-0.1
52051,10,Griewank,1000,17,cma-es-ppmf-dp-2-pt-0.1
9030,30,Griewank,10,17,cma-es-ppmf-dp-2-pt-0.1
11372,30,Griewank,50,17,cma-es-ppmf-dp-2-pt-0.1
17169,30,Griewank,100,17,cma-es-ppmf-dp-2-pt-0.1
25526,30,Griewank,200,17,cma-es-ppmf-dp-2-pt-0.1
33711,30,Griewank,300,17,cma-es-ppmf-dp-2-pt-0.1
41703,30,Griewank,400,17,cma-es-ppmf-dp-2-pt-0.1
46091,30,Griewank,500,17,cma-es-ppmf-dp-2-pt-0.1
79078,30,Griewank,1000,17,cma-es-ppmf-dp-2-pt-0.1
68309,50,Griewank,10,17,cma-es-ppmf-dp-2-pt-0.1
21470,50,Griewank,50,17,cma-es-ppmf-dp-2-pt-0.1
32622,50,Griewank,100,17,cma-es-ppmf-dp-2-pt-0.1
48440,50,Griewank,200,17,cma-es-ppmf-dp-2-pt-0.1
63209,50,Griewank,300,17,cma-es-ppmf-dp-2-pt-0.1
73382,50,Griewank,400,17,cma-es-ppmf-dp-2-pt-0.1
85670,50,Griewank,500,17,cma-es-ppmf-dp-2-pt-0.1
126125,50,Griewank,1000,17,cma-es-ppmf-dp-2-pt-0.1
601919,100,Griewank,10,17,cma-es-ppmf-dp-2-pt-0.1
52784,100,Griewank,50,17,cma-es-ppmf-dp-2-pt-0.1
76860,100,Griewank,100,17,cma-es-ppmf-dp-2-pt-0.1
115976,100,Griewank,200,17,cma-es-ppmf-dp-2-pt-0.1
150800,100,Griewank,300,17,cma-es-ppmf-dp-2-pt-0.1
190875,100,Griewank,400,17,cma-es-ppmf-dp-2-pt-0.1
208916,100,Griewank,500,17,cma-es-ppmf-dp-2-pt-0.1
327326,100,Griewank,1000,17,cma-es-ppmf-dp-2-pt-0.1
3299,2,Rastrigin,10,18,cma-es-ppmf-dp-2-pt-0.1
5915,2,Rastrigin,50,18,cma-es-ppmf-dp-2-pt-0.1
9998,2,Rastrigin,100,18,cma-es-ppmf-dp-2-pt-0.1
12662,2,Rastrigin,200,18,cma-es-ppmf-dp-2-pt-0.1
12641,2,Rastrigin,300,18,cma-es-ppmf-dp-2-pt-0.1
12831,2,Rastrigin,400,18,cma-es-ppmf-dp-2-pt-0.1
15029,2,Rastrigin,500,18,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,18,cma-es-ppmf-dp-2-pt-0.1
13540,5,Rastrigin,10,18,cma-es-ppmf-dp-2-pt-0.1
19583,5,Rastrigin,50,18,cma-es-ppmf-dp-2-pt-0.1
23229,5,Rastrigin,100,18,cma-es-ppmf-dp-2-pt-0.1
15476,5,Rastrigin,200,18,cma-es-ppmf-dp-2-pt-0.1
19865,5,Rastrigin,300,18,cma-es-ppmf-dp-2-pt-0.1
