FE,N,Eval,sigma,Iteration,Alg
4519,10,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
4919,10,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
38039,30,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
37439,30,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
34679,30,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
32399,30,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
30719,30,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
29759,30,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
31319,30,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
108599,50,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
111199,50,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
101399,50,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
95399,50,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
92399,50,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
79599,50,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
90799,50,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
451999,100,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
458799,100,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
429599,100,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
415199,100,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
399999,100,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
374799,100,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
390399,100,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
4559,2,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4063,2,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
3847,2,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3591,2,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
3295,2,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
2991,2,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
2671,2,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
2639,5,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
2739,5,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
2679,5,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
2679,5,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
2519,5,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
2499,5,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
2759,5,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
4479,10,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4199,10,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
4119,10,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3839,10,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
4159,10,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
18119,30,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
17759,30,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
15839,30,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
14399,30,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
12719,30,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
12359,30,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
13799,30,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
43599,50,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
42399,50,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
38599,50,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
33999,50,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
28199,50,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
25999,50,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
30599,50,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
149199,100,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
147199,100,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
132399,100,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
116399,100,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
96799,100,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
90799,100,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
99199,100,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
4495,2,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4295,2,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
4135,2,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3511,2,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
3503,2,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
2951,2,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
2783,2,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
3039,5,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
2899,5,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3099,5,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
2599,5,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
2739,5,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
2939,5,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
4399,10,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4519,10,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
4479,10,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3959,10,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
4079,10,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
4039,10,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
4559,10,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
24479,30,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
24839,30,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
22679,30,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
20159,30,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
18359,30,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
17399,30,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
20399,30,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
64399,50,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
61199,50,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
59799,50,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
56599,50,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
47599,50,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
48999,50,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
47999,50,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
243199,100,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
236799,100,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
225199,100,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
208799,100,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
190399,100,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
165599,100,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
190399,100,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
4631,2,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4311,2,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
3935,2,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3751,2,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
3423,2,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
3023,2,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
2919,2,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
3339,5,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
3499,5,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
3559,5,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
2819,5,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
2859,5,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
3139,5,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
5359,10,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
5519,10,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
5199,10,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
4559,10,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
4639,10,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
4639,10,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
4999,10,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
39119,30,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
36479,30,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
36839,30,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
34319,30,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
31319,30,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
29399,30,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
31559,30,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
112199,50,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
108399,50,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
105999,50,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
96999,50,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
87399,50,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
85199,50,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
90199,50,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
469999,100,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
458799,100,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
430799,100,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
412399,100,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
394799,100,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
380799,100,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
389599,100,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
4351,2,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4119,2,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3735,2,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3607,2,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
3119,2,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
2895,2,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
2607,2,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
2779,5,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
2739,5,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
2719,5,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
2979,5,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
2499,5,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
2559,5,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
2779,5,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
4319,10,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4079,10,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3919,10,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3759,10,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
3599,10,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
3759,10,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
4319,10,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
19439,30,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
17759,30,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
16679,30,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
14879,30,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
12719,30,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
13079,30,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
14159,30,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
43199,50,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
43999,50,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
39199,50,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
34799,50,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
27999,50,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
27399,50,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
28799,50,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
151999,100,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
149199,100,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
139999,100,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
117599,100,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
96799,100,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
90799,100,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
103199,100,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
4687,2,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4335,2,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3927,2,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3671,2,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
3231,2,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
3191,2,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
2711,2,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
3399,5,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
2919,5,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3099,5,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
2779,5,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
2399,5,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
2879,5,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
3059,5,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
5119,10,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4879,10,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
4239,10,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
4079,10,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
3879,10,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
4159,10,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
4519,10,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
26759,30,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
24839,30,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
22439,30,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
20519,30,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
18239,30,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
17639,30,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
19679,30,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
67199,50,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
63199,50,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
61199,50,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
54599,50,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
45199,50,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
44199,50,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
52399,50,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
241999,100,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
237199,100,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
215199,100,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
199199,100,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
187199,100,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
172399,100,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
193999,100,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
5423,2,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4407,2,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
4055,2,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3751,2,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
3431,2,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
2975,2,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
2799,2,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
3359,5,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
3399,5,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3059,5,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
2979,5,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
2759,5,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
2599,5,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
2939,5,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
5439,10,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
5479,10,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
5119,10,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
5079,10,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
4639,10,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
4759,10,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
4999,10,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
39959,30,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
38159,30,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
35999,30,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
34919,30,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
28919,30,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
28799,30,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
32159,30,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
105999,50,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
106999,50,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
100999,50,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
99999,50,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
87199,50,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
86999,50,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
89399,50,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
451599,100,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
465999,100,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
421999,100,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
403999,100,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
389599,100,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
362399,100,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
373999,100,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
4503,2,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4223,2,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
3943,2,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3447,2,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
3191,2,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
2799,2,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
2655,2,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
2739,5,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
2999,5,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
2659,5,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
2579,5,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
2439,5,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
2459,5,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
2599,5,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
4479,10,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4279,10,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
4039,10,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3959,10,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
3639,10,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
3799,10,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
4519,10,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
19439,30,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
18359,30,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
16559,30,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
15719,30,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
12119,30,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
12359,30,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
14039,30,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
42399,50,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
43199,50,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
39199,50,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
34999,50,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
26999,50,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
26999,50,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
29999,50,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
146399,100,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
144399,100,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
129199,100,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
123199,100,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
98799,100,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
87999,100,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
97999,100,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
4583,2,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4199,2,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
4015,2,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3487,2,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
3359,2,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
3047,2,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
2591,2,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
3019,5,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
3079,5,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
3099,5,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
2819,5,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
2519,5,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
2559,5,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
2839,5,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
4679,10,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4719,10,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
4639,10,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
4039,10,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
3919,10,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
4079,10,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
4479,10,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
25679,30,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
24479,30,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
21839,30,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
21359,30,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
17159,30,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
17879,30,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
20039,30,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
64599,50,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
63799,50,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
62599,50,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
52799,50,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
48399,50,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
45599,50,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
47199,50,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
248799,100,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
241999,100,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
229199,100,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
205599,100,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
189999,100,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
172799,100,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
187199,100,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
4871,2,Ellips100,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4423,2,Ellips100,0.01,12,cma-es-ppmf-dp-2-pt-0.1
4135,2,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3695,2,Ellips100,1,12,cma-es-ppmf-dp-2-pt-0.1
3431,2,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
3159,2,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
2951,2,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
3259,5,Ellips100,0.001,12,cma-es-ppmf-dp-2-pt-0.1
3439,5,Ellips100,0.01,12,cma-es-ppmf-dp-2-pt-0.1
3059,5,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
2979,5,Ellips100,1,12,cma-es-ppmf-dp-2-pt-0.1
3219,5,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
