FE,N,Eval,p_target,d_param,Iteration,Alg
2779,5,Ellips100,0.9,0.5,3,cma-es-ppmf-dp-0.5-pt-0.9
3779,5,Ellips100,0.1,1,3,cma-es-ppmf-dp-1-pt-0.1
2339,5,Ellips100,0.2,1,3,cma-es-ppmf-dp-1-pt-0.2
2319,5,Ellips100,0.3,1,3,cma-es-ppmf-dp-1-pt-0.3
1899,5,Ellips100,0.4,1,3,cma-es-ppmf-dp-1-pt-0.4
2039,5,Ellips100,0.5,1,3,cma-es-ppmf-dp-1-pt-0.5
2359,5,Ellips100,0.6,1,3,cma-es-ppmf-dp-1-pt-0.6
12739,5,Ellips100,0.9,1,3,cma-es-ppmf-dp-1-pt-0.9
3059,5,Ellips100,0.1,2,3,cma-es-ppmf-dp-2-pt-0.1
2359,5,Ellips100,0.2,2,3,cma-es-ppmf-dp-2-pt-0.2
2479,5,Ellips100,0.3,2,3,cma-es-ppmf-dp-2-pt-0.3
2239,5,Ellips100,0.4,2,3,cma-es-ppmf-dp-2-pt-0.4
3259,5,Ellips100,0.5,2,3,cma-es-ppmf-dp-2-pt-0.5
3519,5,Ellips100,0.6,2,3,cma-es-ppmf-dp-2-pt-0.6
17719,5,Ellips100,0.9,2,3,cma-es-ppmf-dp-2-pt-0.9
21179,5,Ellips100,0.1,10,3,cma-es-ppmf-dp-10-pt-0.1
20819,5,Ellips100,0.2,10,3,cma-es-ppmf-dp-10-pt-0.2
13359,5,Ellips100,0.3,10,3,cma-es-ppmf-dp-10-pt-0.3
12959,5,Ellips100,0.4,10,3,cma-es-ppmf-dp-10-pt-0.4
18739,5,Ellips100,0.5,10,3,cma-es-ppmf-dp-10-pt-0.5
13559,5,Ellips100,0.6,10,3,cma-es-ppmf-dp-10-pt-0.6
14279,5,Ellips100,0.9,10,3,cma-es-ppmf-dp-10-pt-0.9
19639,5,Ellips100,0.1,50,3,cma-es-ppmf-dp-50-pt-0.1
21399,5,Ellips100,0.2,50,3,cma-es-ppmf-dp-50-pt-0.2
13219,5,Ellips100,0.3,50,3,cma-es-ppmf-dp-50-pt-0.3
14279,5,Ellips100,0.4,50,3,cma-es-ppmf-dp-50-pt-0.4
17799,5,Ellips100,0.5,50,3,cma-es-ppmf-dp-50-pt-0.5
12579,5,Ellips100,0.6,50,3,cma-es-ppmf-dp-50-pt-0.6
23199,5,Ellips100,0.9,50,3,cma-es-ppmf-dp-50-pt-0.9
17479,5,Ellips100,0.1,100,3,cma-es-ppmf-dp-100-pt-0.1
13559,5,Ellips100,0.2,100,3,cma-es-ppmf-dp-100-pt-0.2
13779,5,Ellips100,0.3,100,3,cma-es-ppmf-dp-100-pt-0.3
19259,5,Ellips100,0.4,100,3,cma-es-ppmf-dp-100-pt-0.4
11899,5,Ellips100,0.5,100,3,cma-es-ppmf-dp-100-pt-0.5
16179,5,Ellips100,0.6,100,3,cma-es-ppmf-dp-100-pt-0.6
13559,5,Ellips100,0.9,100,3,cma-es-ppmf-dp-100-pt-0.9
19399,10,Ellips100,0.1,0.1,3,cma-es-ppmf-dp-0.1-pt-0.1
15159,10,Ellips100,0.2,0.1,3,cma-es-ppmf-dp-0.1-pt-0.2
12479,10,Ellips100,0.3,0.1,3,cma-es-ppmf-dp-0.1-pt-0.3
10359,10,Ellips100,0.4,0.1,3,cma-es-ppmf-dp-0.1-pt-0.4
8559,10,Ellips100,0.5,0.1,3,cma-es-ppmf-dp-0.1-pt-0.5
8199,10,Ellips100,0.6,0.1,3,cma-es-ppmf-dp-0.1-pt-0.6
21839,10,Ellips100,0.9,0.1,3,cma-es-ppmf-dp-0.1-pt-0.9
13319,10,Ellips100,0.1,0.3,3,cma-es-ppmf-dp-0.3-pt-0.1
8639,10,Ellips100,0.2,0.3,3,cma-es-ppmf-dp-0.3-pt-0.2
6399,10,Ellips100,0.3,0.3,3,cma-es-ppmf-dp-0.3-pt-0.3
6279,10,Ellips100,0.4,0.3,3,cma-es-ppmf-dp-0.3-pt-0.4
6319,10,Ellips100,0.5,0.3,3,cma-es-ppmf-dp-0.3-pt-0.5
6679,10,Ellips100,0.6,0.3,3,cma-es-ppmf-dp-0.3-pt-0.6
37759,10,Ellips100,0.9,0.3,3,cma-es-ppmf-dp-0.3-pt-0.9
10239,10,Ellips100,0.1,0.5,3,cma-es-ppmf-dp-0.5-pt-0.1
6679,10,Ellips100,0.2,0.5,3,cma-es-ppmf-dp-0.5-pt-0.2
6199,10,Ellips100,0.3,0.5,3,cma-es-ppmf-dp-0.5-pt-0.3
5359,10,Ellips100,0.4,0.5,3,cma-es-ppmf-dp-0.5-pt-0.4
6959,10,Ellips100,0.5,0.5,3,cma-es-ppmf-dp-0.5-pt-0.5
8719,10,Ellips100,0.6,0.5,3,cma-es-ppmf-dp-0.5-pt-0.6
6359,10,Ellips100,0.9,0.5,3,cma-es-ppmf-dp-0.5-pt-0.9
6599,10,Ellips100,0.1,1,3,cma-es-ppmf-dp-1-pt-0.1
4959,10,Ellips100,0.2,1,3,cma-es-ppmf-dp-1-pt-0.2
4919,10,Ellips100,0.3,1,3,cma-es-ppmf-dp-1-pt-0.3
5599,10,Ellips100,0.4,1,3,cma-es-ppmf-dp-1-pt-0.4
6479,10,Ellips100,0.5,1,3,cma-es-ppmf-dp-1-pt-0.5
8039,10,Ellips100,0.6,1,3,cma-es-ppmf-dp-1-pt-0.6
44999,10,Ellips100,0.9,1,3,cma-es-ppmf-dp-1-pt-0.9
4839,10,Ellips100,0.1,2,3,cma-es-ppmf-dp-2-pt-0.1
4999,10,Ellips100,0.2,2,3,cma-es-ppmf-dp-2-pt-0.2
5399,10,Ellips100,0.3,2,3,cma-es-ppmf-dp-2-pt-0.3
6079,10,Ellips100,0.4,2,3,cma-es-ppmf-dp-2-pt-0.4
7839,10,Ellips100,0.5,2,3,cma-es-ppmf-dp-2-pt-0.5
12439,10,Ellips100,0.6,2,3,cma-es-ppmf-dp-2-pt-0.6
50759,10,Ellips100,0.9,2,3,cma-es-ppmf-dp-2-pt-0.9
35279,10,Ellips100,0.1,10,3,cma-es-ppmf-dp-10-pt-0.1
43759,10,Ellips100,0.2,10,3,cma-es-ppmf-dp-10-pt-0.2
39599,10,Ellips100,0.3,10,3,cma-es-ppmf-dp-10-pt-0.3
41079,10,Ellips100,0.4,10,3,cma-es-ppmf-dp-10-pt-0.4
39679,10,Ellips100,0.5,10,3,cma-es-ppmf-dp-10-pt-0.5
43119,10,Ellips100,0.6,10,3,cma-es-ppmf-dp-10-pt-0.6
51879,10,Ellips100,0.9,10,3,cma-es-ppmf-dp-10-pt-0.9
40039,10,Ellips100,0.1,50,3,cma-es-ppmf-dp-50-pt-0.1
38959,10,Ellips100,0.2,50,3,cma-es-ppmf-dp-50-pt-0.2
44599,10,Ellips100,0.3,50,3,cma-es-ppmf-dp-50-pt-0.3
38839,10,Ellips100,0.4,50,3,cma-es-ppmf-dp-50-pt-0.4
41039,10,Ellips100,0.5,50,3,cma-es-ppmf-dp-50-pt-0.5
45079,10,Ellips100,0.6,50,3,cma-es-ppmf-dp-50-pt-0.6
44199,10,Ellips100,0.9,50,3,cma-es-ppmf-dp-50-pt-0.9
49119,10,Ellips100,0.1,100,3,cma-es-ppmf-dp-100-pt-0.1
40479,10,Ellips100,0.2,100,3,cma-es-ppmf-dp-100-pt-0.2
50399,10,Ellips100,0.3,100,3,cma-es-ppmf-dp-100-pt-0.3
46839,10,Ellips100,0.4,100,3,cma-es-ppmf-dp-100-pt-0.4
41999,10,Ellips100,0.5,100,3,cma-es-ppmf-dp-100-pt-0.5
37559,10,Ellips100,0.6,100,3,cma-es-ppmf-dp-100-pt-0.6
48759,10,Ellips100,0.9,100,3,cma-es-ppmf-dp-100-pt-0.9
119519,30,Ellips100,0.1,0.1,3,cma-es-ppmf-dp-0.1-pt-0.1
73799,30,Ellips100,0.2,0.1,3,cma-es-ppmf-dp-0.1-pt-0.2
52679,30,Ellips100,0.3,0.1,3,cma-es-ppmf-dp-0.1-pt-0.3
49799,30,Ellips100,0.4,0.1,3,cma-es-ppmf-dp-0.1-pt-0.4
53279,30,Ellips100,0.5,0.1,3,cma-es-ppmf-dp-0.1-pt-0.5
57959,30,Ellips100,0.6,0.1,3,cma-es-ppmf-dp-0.1-pt-0.6
300119,30,Ellips100,0.9,0.1,3,cma-es-ppmf-dp-0.1-pt-0.9
60599,30,Ellips100,0.1,0.3,3,cma-es-ppmf-dp-0.3-pt-0.1
41879,30,Ellips100,0.2,0.3,3,cma-es-ppmf-dp-0.3-pt-0.2
41039,30,Ellips100,0.3,0.3,3,cma-es-ppmf-dp-0.3-pt-0.3
47159,30,Ellips100,0.4,0.3,3,cma-es-ppmf-dp-0.3-pt-0.4
56759,30,Ellips100,0.5,0.3,3,cma-es-ppmf-dp-0.3-pt-0.5
77759,30,Ellips100,0.6,0.3,3,cma-es-ppmf-dp-0.3-pt-0.6
300119,30,Ellips100,0.9,0.3,3,cma-es-ppmf-dp-0.3-pt-0.9
41879,30,Ellips100,0.1,0.5,3,cma-es-ppmf-dp-0.5-pt-0.1
39959,30,Ellips100,0.2,0.5,3,cma-es-ppmf-dp-0.5-pt-0.2
42599,30,Ellips100,0.3,0.5,3,cma-es-ppmf-dp-0.5-pt-0.3
51479,30,Ellips100,0.4,0.5,3,cma-es-ppmf-dp-0.5-pt-0.4
56159,30,Ellips100,0.5,0.5,3,cma-es-ppmf-dp-0.5-pt-0.5
77879,30,Ellips100,0.6,0.5,3,cma-es-ppmf-dp-0.5-pt-0.6
300119,30,Ellips100,0.9,0.5,3,cma-es-ppmf-dp-0.5-pt-0.9
34559,30,Ellips100,0.1,1,3,cma-es-ppmf-dp-1-pt-0.1
37679,30,Ellips100,0.2,1,3,cma-es-ppmf-dp-1-pt-0.2
44039,30,Ellips100,0.3,1,3,cma-es-ppmf-dp-1-pt-0.3
47279,30,Ellips100,0.4,1,3,cma-es-ppmf-dp-1-pt-0.4
48839,30,Ellips100,0.5,1,3,cma-es-ppmf-dp-1-pt-0.5
79799,30,Ellips100,0.6,1,3,cma-es-ppmf-dp-1-pt-0.6
300119,30,Ellips100,0.9,1,3,cma-es-ppmf-dp-1-pt-0.9
30839,30,Ellips100,0.1,2,3,cma-es-ppmf-dp-2-pt-0.1
36239,30,Ellips100,0.2,2,3,cma-es-ppmf-dp-2-pt-0.2
38879,30,Ellips100,0.3,2,3,cma-es-ppmf-dp-2-pt-0.3
37799,30,Ellips100,0.4,2,3,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,2,3,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,2,3,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,2,3,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,10,3,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,0.2,10,3,cma-es-ppmf-dp-10-pt-0.2
300119,30,Ellips100,0.3,10,3,cma-es-ppmf-dp-10-pt-0.3
300119,30,Ellips100,0.4,10,3,cma-es-ppmf-dp-10-pt-0.4
300119,30,Ellips100,0.5,10,3,cma-es-ppmf-dp-10-pt-0.5
300119,30,Ellips100,0.6,10,3,cma-es-ppmf-dp-10-pt-0.6
300119,30,Ellips100,0.9,10,3,cma-es-ppmf-dp-10-pt-0.9
300119,30,Ellips100,0.1,50,3,cma-es-ppmf-dp-50-pt-0.1
300119,30,Ellips100,0.2,50,3,cma-es-ppmf-dp-50-pt-0.2
300119,30,Ellips100,0.3,50,3,cma-es-ppmf-dp-50-pt-0.3
300119,30,Ellips100,0.4,50,3,cma-es-ppmf-dp-50-pt-0.4
300119,30,Ellips100,0.5,50,3,cma-es-ppmf-dp-50-pt-0.5
300119,30,Ellips100,0.6,50,3,cma-es-ppmf-dp-50-pt-0.6
300119,30,Ellips100,0.9,50,3,cma-es-ppmf-dp-50-pt-0.9
300119,30,Ellips100,0.1,100,3,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.2,100,3,cma-es-ppmf-dp-100-pt-0.2
300119,30,Ellips100,0.3,100,3,cma-es-ppmf-dp-100-pt-0.3
300119,30,Ellips100,0.4,100,3,cma-es-ppmf-dp-100-pt-0.4
300119,30,Ellips100,0.5,100,3,cma-es-ppmf-dp-100-pt-0.5
300119,30,Ellips100,0.6,100,3,cma-es-ppmf-dp-100-pt-0.6
300119,30,Ellips100,0.9,100,3,cma-es-ppmf-dp-100-pt-0.9
258999,50,Ellips100,0.1,0.1,3,cma-es-ppmf-dp-0.1-pt-0.1
143399,50,Ellips100,0.2,0.1,3,cma-es-ppmf-dp-0.1-pt-0.2
122399,50,Ellips100,0.3,0.1,3,cma-es-ppmf-dp-0.1-pt-0.3
121999,50,Ellips100,0.4,0.1,3,cma-es-ppmf-dp-0.1-pt-0.4
151599,50,Ellips100,0.5,0.1,3,cma-es-ppmf-dp-0.1-pt-0.5
185199,50,Ellips100,0.6,0.1,3,cma-es-ppmf-dp-0.1-pt-0.6
500199,50,Ellips100,0.9,0.1,3,cma-es-ppmf-dp-0.1-pt-0.9
117399,50,Ellips100,0.1,0.3,3,cma-es-ppmf-dp-0.3-pt-0.1
99199,50,Ellips100,0.2,0.3,3,cma-es-ppmf-dp-0.3-pt-0.2
122199,50,Ellips100,0.3,0.3,3,cma-es-ppmf-dp-0.3-pt-0.3
147399,50,Ellips100,0.4,0.3,3,cma-es-ppmf-dp-0.3-pt-0.4
177799,50,Ellips100,0.5,0.3,3,cma-es-ppmf-dp-0.3-pt-0.5
217599,50,Ellips100,0.6,0.3,3,cma-es-ppmf-dp-0.3-pt-0.6
500199,50,Ellips100,0.9,0.3,3,cma-es-ppmf-dp-0.3-pt-0.9
94199,50,Ellips100,0.1,0.5,3,cma-es-ppmf-dp-0.5-pt-0.1
112599,50,Ellips100,0.2,0.5,3,cma-es-ppmf-dp-0.5-pt-0.2
129199,50,Ellips100,0.3,0.5,3,cma-es-ppmf-dp-0.5-pt-0.3
150799,50,Ellips100,0.4,0.5,3,cma-es-ppmf-dp-0.5-pt-0.4
170599,50,Ellips100,0.5,0.5,3,cma-es-ppmf-dp-0.5-pt-0.5
222199,50,Ellips100,0.6,0.5,3,cma-es-ppmf-dp-0.5-pt-0.6
500199,50,Ellips100,0.9,0.5,3,cma-es-ppmf-dp-0.5-pt-0.9
95399,50,Ellips100,0.1,1,3,cma-es-ppmf-dp-1-pt-0.1
112799,50,Ellips100,0.2,1,3,cma-es-ppmf-dp-1-pt-0.2
134199,50,Ellips100,0.3,1,3,cma-es-ppmf-dp-1-pt-0.3
129999,50,Ellips100,0.4,1,3,cma-es-ppmf-dp-1-pt-0.4
146999,50,Ellips100,0.5,1,3,cma-es-ppmf-dp-1-pt-0.5
262999,50,Ellips100,0.6,1,3,cma-es-ppmf-dp-1-pt-0.6
500199,50,Ellips100,0.9,1,3,cma-es-ppmf-dp-1-pt-0.9
97599,50,Ellips100,0.1,2,3,cma-es-ppmf-dp-2-pt-0.1
105999,50,Ellips100,0.2,2,3,cma-es-ppmf-dp-2-pt-0.2
106399,50,Ellips100,0.3,2,3,cma-es-ppmf-dp-2-pt-0.3
101199,50,Ellips100,0.4,2,3,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,2,3,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,2,3,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,2,3,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,10,3,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,0.2,10,3,cma-es-ppmf-dp-10-pt-0.2
500199,50,Ellips100,0.3,10,3,cma-es-ppmf-dp-10-pt-0.3
500199,50,Ellips100,0.4,10,3,cma-es-ppmf-dp-10-pt-0.4
500199,50,Ellips100,0.5,10,3,cma-es-ppmf-dp-10-pt-0.5
500199,50,Ellips100,0.6,10,3,cma-es-ppmf-dp-10-pt-0.6
500199,50,Ellips100,0.9,10,3,cma-es-ppmf-dp-10-pt-0.9
500199,50,Ellips100,0.1,50,3,cma-es-ppmf-dp-50-pt-0.1
500199,50,Ellips100,0.2,50,3,cma-es-ppmf-dp-50-pt-0.2
500199,50,Ellips100,0.3,50,3,cma-es-ppmf-dp-50-pt-0.3
500199,50,Ellips100,0.4,50,3,cma-es-ppmf-dp-50-pt-0.4
500199,50,Ellips100,0.5,50,3,cma-es-ppmf-dp-50-pt-0.5
500199,50,Ellips100,0.6,50,3,cma-es-ppmf-dp-50-pt-0.6
500199,50,Ellips100,0.9,50,3,cma-es-ppmf-dp-50-pt-0.9
500199,50,Ellips100,0.1,100,3,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.2,100,3,cma-es-ppmf-dp-100-pt-0.2
500199,50,Ellips100,0.3,100,3,cma-es-ppmf-dp-100-pt-0.3
500199,50,Ellips100,0.4,100,3,cma-es-ppmf-dp-100-pt-0.4
500199,50,Ellips100,0.5,100,3,cma-es-ppmf-dp-100-pt-0.5
500199,50,Ellips100,0.6,100,3,cma-es-ppmf-dp-100-pt-0.6
500199,50,Ellips100,0.9,100,3,cma-es-ppmf-dp-100-pt-0.9
2303,2,Sphere,0.1,0.1,4,cma-es-ppmf-dp-0.1-pt-0.1
2095,2,Sphere,0.2,0.1,4,cma-es-ppmf-dp-0.1-pt-0.2
1855,2,Sphere,0.3,0.1,4,cma-es-ppmf-dp-0.1-pt-0.3
1487,2,Sphere,0.4,0.1,4,cma-es-ppmf-dp-0.1-pt-0.4
1303,2,Sphere,0.5,0.1,4,cma-es-ppmf-dp-0.1-pt-0.5
1095,2,Sphere,0.6,0.1,4,cma-es-ppmf-dp-0.1-pt-0.6
1215,2,Sphere,0.9,0.1,4,cma-es-ppmf-dp-0.1-pt-0.9
3535,2,Sphere,0.1,0.3,4,cma-es-ppmf-dp-0.3-pt-0.1
1895,2,Sphere,0.2,0.3,4,cma-es-ppmf-dp-0.3-pt-0.2
1615,2,Sphere,0.3,0.3,4,cma-es-ppmf-dp-0.3-pt-0.3
999,2,Sphere,0.4,0.3,4,cma-es-ppmf-dp-0.3-pt-0.4
863,2,Sphere,0.5,0.3,4,cma-es-ppmf-dp-0.3-pt-0.5
711,2,Sphere,0.6,0.3,4,cma-es-ppmf-dp-0.3-pt-0.6
1343,2,Sphere,0.9,0.3,4,cma-es-ppmf-dp-0.3-pt-0.9
3391,2,Sphere,0.1,0.5,4,cma-es-ppmf-dp-0.5-pt-0.1
2495,2,Sphere,0.2,0.5,4,cma-es-ppmf-dp-0.5-pt-0.2
1183,2,Sphere,0.3,0.5,4,cma-es-ppmf-dp-0.5-pt-0.3
847,2,Sphere,0.4,0.5,4,cma-es-ppmf-dp-0.5-pt-0.4
815,2,Sphere,0.5,0.5,4,cma-es-ppmf-dp-0.5-pt-0.5
615,2,Sphere,0.6,0.5,4,cma-es-ppmf-dp-0.5-pt-0.6
5199,2,Sphere,0.9,0.5,4,cma-es-ppmf-dp-0.5-pt-0.9
3367,2,Sphere,0.1,1,4,cma-es-ppmf-dp-1-pt-0.1
3479,2,Sphere,0.2,1,4,cma-es-ppmf-dp-1-pt-0.2
1191,2,Sphere,0.3,1,4,cma-es-ppmf-dp-1-pt-0.3
887,2,Sphere,0.4,1,4,cma-es-ppmf-dp-1-pt-0.4
607,2,Sphere,0.5,1,4,cma-es-ppmf-dp-1-pt-0.5
495,2,Sphere,0.6,1,4,cma-es-ppmf-dp-1-pt-0.6
8295,2,Sphere,0.9,1,4,cma-es-ppmf-dp-1-pt-0.9
3519,2,Sphere,0.1,2,4,cma-es-ppmf-dp-2-pt-0.1
3711,2,Sphere,0.2,2,4,cma-es-ppmf-dp-2-pt-0.2
4287,2,Sphere,0.3,2,4,cma-es-ppmf-dp-2-pt-0.3
2015,2,Sphere,0.4,2,4,cma-es-ppmf-dp-2-pt-0.4
1063,2,Sphere,0.5,2,4,cma-es-ppmf-dp-2-pt-0.5
1055,2,Sphere,0.6,2,4,cma-es-ppmf-dp-2-pt-0.6
14311,2,Sphere,0.9,2,4,cma-es-ppmf-dp-2-pt-0.9
13407,2,Sphere,0.1,10,4,cma-es-ppmf-dp-10-pt-0.1
8679,2,Sphere,0.2,10,4,cma-es-ppmf-dp-10-pt-0.2
12583,2,Sphere,0.3,10,4,cma-es-ppmf-dp-10-pt-0.3
10631,2,Sphere,0.4,10,4,cma-es-ppmf-dp-10-pt-0.4
17367,2,Sphere,0.5,10,4,cma-es-ppmf-dp-10-pt-0.5
11727,2,Sphere,0.6,10,4,cma-es-ppmf-dp-10-pt-0.6
5983,2,Sphere,0.9,10,4,cma-es-ppmf-dp-10-pt-0.9
9543,2,Sphere,0.1,50,4,cma-es-ppmf-dp-50-pt-0.1
5623,2,Sphere,0.2,50,4,cma-es-ppmf-dp-50-pt-0.2
11351,2,Sphere,0.3,50,4,cma-es-ppmf-dp-50-pt-0.3
18063,2,Sphere,0.4,50,4,cma-es-ppmf-dp-50-pt-0.4
8575,2,Sphere,0.5,50,4,cma-es-ppmf-dp-50-pt-0.5
10663,2,Sphere,0.6,50,4,cma-es-ppmf-dp-50-pt-0.6
11911,2,Sphere,0.9,50,4,cma-es-ppmf-dp-50-pt-0.9
18375,2,Sphere,0.1,100,4,cma-es-ppmf-dp-100-pt-0.1
17679,2,Sphere,0.2,100,4,cma-es-ppmf-dp-100-pt-0.2
19847,2,Sphere,0.3,100,4,cma-es-ppmf-dp-100-pt-0.3
9511,2,Sphere,0.4,100,4,cma-es-ppmf-dp-100-pt-0.4
5087,2,Sphere,0.5,100,4,cma-es-ppmf-dp-100-pt-0.5
16927,2,Sphere,0.6,100,4,cma-es-ppmf-dp-100-pt-0.6
13727,2,Sphere,0.9,100,4,cma-es-ppmf-dp-100-pt-0.9
6399,5,Sphere,0.1,0.1,4,cma-es-ppmf-dp-0.1-pt-0.1
5259,5,Sphere,0.2,0.1,4,cma-es-ppmf-dp-0.1-pt-0.2
4499,5,Sphere,0.3,0.1,4,cma-es-ppmf-dp-0.1-pt-0.3
3879,5,Sphere,0.4,0.1,4,cma-es-ppmf-dp-0.1-pt-0.4
3219,5,Sphere,0.5,0.1,4,cma-es-ppmf-dp-0.1-pt-0.5
2839,5,Sphere,0.6,0.1,4,cma-es-ppmf-dp-0.1-pt-0.6
4399,5,Sphere,0.9,0.1,4,cma-es-ppmf-dp-0.1-pt-0.9
5179,5,Sphere,0.1,0.3,4,cma-es-ppmf-dp-0.3-pt-0.1
3639,5,Sphere,0.2,0.3,4,cma-es-ppmf-dp-0.3-pt-0.2
2639,5,Sphere,0.3,0.3,4,cma-es-ppmf-dp-0.3-pt-0.3
2079,5,Sphere,0.4,0.3,4,cma-es-ppmf-dp-0.3-pt-0.4
1739,5,Sphere,0.5,0.3,4,cma-es-ppmf-dp-0.3-pt-0.5
1559,5,Sphere,0.6,0.3,4,cma-es-ppmf-dp-0.3-pt-0.6
2859,5,Sphere,0.9,0.3,4,cma-es-ppmf-dp-0.3-pt-0.9
4359,5,Sphere,0.1,0.5,4,cma-es-ppmf-dp-0.5-pt-0.1
2779,5,Sphere,0.2,0.5,4,cma-es-ppmf-dp-0.5-pt-0.2
1999,5,Sphere,0.3,0.5,4,cma-es-ppmf-dp-0.5-pt-0.3
1679,5,Sphere,0.4,0.5,4,cma-es-ppmf-dp-0.5-pt-0.4
1519,5,Sphere,0.5,0.5,4,cma-es-ppmf-dp-0.5-pt-0.5
1399,5,Sphere,0.6,0.5,4,cma-es-ppmf-dp-0.5-pt-0.6
16979,5,Sphere,0.9,0.5,4,cma-es-ppmf-dp-0.5-pt-0.9
3379,5,Sphere,0.1,1,4,cma-es-ppmf-dp-1-pt-0.1
2059,5,Sphere,0.2,1,4,cma-es-ppmf-dp-1-pt-0.2
1559,5,Sphere,0.3,1,4,cma-es-ppmf-dp-1-pt-0.3
1419,5,Sphere,0.4,1,4,cma-es-ppmf-dp-1-pt-0.4
1319,5,Sphere,0.5,1,4,cma-es-ppmf-dp-1-pt-0.5
1639,5,Sphere,0.6,1,4,cma-es-ppmf-dp-1-pt-0.6
15319,5,Sphere,0.9,1,4,cma-es-ppmf-dp-1-pt-0.9
2599,5,Sphere,0.1,2,4,cma-es-ppmf-dp-2-pt-0.1
1599,5,Sphere,0.2,2,4,cma-es-ppmf-dp-2-pt-0.2
1679,5,Sphere,0.3,2,4,cma-es-ppmf-dp-2-pt-0.3
1959,5,Sphere,0.4,2,4,cma-es-ppmf-dp-2-pt-0.4
2579,5,Sphere,0.5,2,4,cma-es-ppmf-dp-2-pt-0.5
2219,5,Sphere,0.6,2,4,cma-es-ppmf-dp-2-pt-0.6
17719,5,Sphere,0.9,2,4,cma-es-ppmf-dp-2-pt-0.9
14739,5,Sphere,0.1,10,4,cma-es-ppmf-dp-10-pt-0.1
17919,5,Sphere,0.2,10,4,cma-es-ppmf-dp-10-pt-0.2
21099,5,Sphere,0.3,10,4,cma-es-ppmf-dp-10-pt-0.3
11539,5,Sphere,0.4,10,4,cma-es-ppmf-dp-10-pt-0.4
13519,5,Sphere,0.5,10,4,cma-es-ppmf-dp-10-pt-0.5
18679,5,Sphere,0.6,10,4,cma-es-ppmf-dp-10-pt-0.6
14099,5,Sphere,0.9,10,4,cma-es-ppmf-dp-10-pt-0.9
18319,5,Sphere,0.1,50,4,cma-es-ppmf-dp-50-pt-0.1
19039,5,Sphere,0.2,50,4,cma-es-ppmf-dp-50-pt-0.2
18659,5,Sphere,0.3,50,4,cma-es-ppmf-dp-50-pt-0.3
21279,5,Sphere,0.4,50,4,cma-es-ppmf-dp-50-pt-0.4
16099,5,Sphere,0.5,50,4,cma-es-ppmf-dp-50-pt-0.5
13439,5,Sphere,0.6,50,4,cma-es-ppmf-dp-50-pt-0.6
16559,5,Sphere,0.9,50,4,cma-es-ppmf-dp-50-pt-0.9
18759,5,Sphere,0.1,100,4,cma-es-ppmf-dp-100-pt-0.1
10059,5,Sphere,0.2,100,4,cma-es-ppmf-dp-100-pt-0.2
21599,5,Sphere,0.3,100,4,cma-es-ppmf-dp-100-pt-0.3
15899,5,Sphere,0.4,100,4,cma-es-ppmf-dp-100-pt-0.4
19299,5,Sphere,0.5,100,4,cma-es-ppmf-dp-100-pt-0.5
13139,5,Sphere,0.6,100,4,cma-es-ppmf-dp-100-pt-0.6
22239,5,Sphere,0.9,100,4,cma-es-ppmf-dp-100-pt-0.9
18199,10,Sphere,0.1,0.1,4,cma-es-ppmf-dp-0.1-pt-0.1
14079,10,Sphere,0.2,0.1,4,cma-es-ppmf-dp-0.1-pt-0.2
10759,10,Sphere,0.3,0.1,4,cma-es-ppmf-dp-0.1-pt-0.3
8919,10,Sphere,0.4,0.1,4,cma-es-ppmf-dp-0.1-pt-0.4
7239,10,Sphere,0.5,0.1,4,cma-es-ppmf-dp-0.1-pt-0.5
6039,10,Sphere,0.6,0.1,4,cma-es-ppmf-dp-0.1-pt-0.6
9239,10,Sphere,0.9,0.1,4,cma-es-ppmf-dp-0.1-pt-0.9
12319,10,Sphere,0.1,0.3,4,cma-es-ppmf-dp-0.3-pt-0.1
7759,10,Sphere,0.2,0.3,4,cma-es-ppmf-dp-0.3-pt-0.2
5639,10,Sphere,0.3,0.3,4,cma-es-ppmf-dp-0.3-pt-0.3
4399,10,Sphere,0.4,0.3,4,cma-es-ppmf-dp-0.3-pt-0.4
3959,10,Sphere,0.5,0.3,4,cma-es-ppmf-dp-0.3-pt-0.5
4279,10,Sphere,0.6,0.3,4,cma-es-ppmf-dp-0.3-pt-0.6
5839,10,Sphere,0.9,0.3,4,cma-es-ppmf-dp-0.3-pt-0.9
9479,10,Sphere,0.1,0.5,4,cma-es-ppmf-dp-0.5-pt-0.1
5719,10,Sphere,0.2,0.5,4,cma-es-ppmf-dp-0.5-pt-0.2
