FE,N,Eval,p_target,d_param,Iteration,Alg
52319,30,Ellips100,0.5,0.1,19,cma-es-ppmf-dp-0.1-pt-0.5
66479,30,Ellips100,0.6,0.1,19,cma-es-ppmf-dp-0.1-pt-0.6
300119,30,Ellips100,0.9,0.1,19,cma-es-ppmf-dp-0.1-pt-0.9
60599,30,Ellips100,0.1,0.3,19,cma-es-ppmf-dp-0.3-pt-0.1
39359,30,Ellips100,0.2,0.3,19,cma-es-ppmf-dp-0.3-pt-0.2
42359,30,Ellips100,0.3,0.3,19,cma-es-ppmf-dp-0.3-pt-0.3
47159,30,Ellips100,0.4,0.3,19,cma-es-ppmf-dp-0.3-pt-0.4
56279,30,Ellips100,0.5,0.3,19,cma-es-ppmf-dp-0.3-pt-0.5
71039,30,Ellips100,0.6,0.3,19,cma-es-ppmf-dp-0.3-pt-0.6
300119,30,Ellips100,0.9,0.3,19,cma-es-ppmf-dp-0.3-pt-0.9
42239,30,Ellips100,0.1,0.5,19,cma-es-ppmf-dp-0.5-pt-0.1
37439,30,Ellips100,0.2,0.5,19,cma-es-ppmf-dp-0.5-pt-0.2
43439,30,Ellips100,0.3,0.5,19,cma-es-ppmf-dp-0.5-pt-0.3
47039,30,Ellips100,0.4,0.5,19,cma-es-ppmf-dp-0.5-pt-0.4
57719,30,Ellips100,0.5,0.5,19,cma-es-ppmf-dp-0.5-pt-0.5
76319,30,Ellips100,0.6,0.5,19,cma-es-ppmf-dp-0.5-pt-0.6
300119,30,Ellips100,0.9,0.5,19,cma-es-ppmf-dp-0.5-pt-0.9
32639,30,Ellips100,0.1,1,19,cma-es-ppmf-dp-1-pt-0.1
41639,30,Ellips100,0.2,1,19,cma-es-ppmf-dp-1-pt-0.2
43319,30,Ellips100,0.3,1,19,cma-es-ppmf-dp-1-pt-0.3
47879,30,Ellips100,0.4,1,19,cma-es-ppmf-dp-1-pt-0.4
51479,30,Ellips100,0.5,1,19,cma-es-ppmf-dp-1-pt-0.5
84239,30,Ellips100,0.6,1,19,cma-es-ppmf-dp-1-pt-0.6
300119,30,Ellips100,0.9,1,19,cma-es-ppmf-dp-1-pt-0.9
34439,30,Ellips100,0.1,2,19,cma-es-ppmf-dp-2-pt-0.1
36479,30,Ellips100,0.2,2,19,cma-es-ppmf-dp-2-pt-0.2
36719,30,Ellips100,0.3,2,19,cma-es-ppmf-dp-2-pt-0.3
40439,30,Ellips100,0.4,2,19,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,2,19,cma-es-ppmf-dp-2-pt-0.5
147839,30,Ellips100,0.6,2,19,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,2,19,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,10,19,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,0.2,10,19,cma-es-ppmf-dp-10-pt-0.2
300119,30,Ellips100,0.3,10,19,cma-es-ppmf-dp-10-pt-0.3
300119,30,Ellips100,0.4,10,19,cma-es-ppmf-dp-10-pt-0.4
300119,30,Ellips100,0.5,10,19,cma-es-ppmf-dp-10-pt-0.5
300119,30,Ellips100,0.6,10,19,cma-es-ppmf-dp-10-pt-0.6
300119,30,Ellips100,0.9,10,19,cma-es-ppmf-dp-10-pt-0.9
300119,30,Ellips100,0.1,50,19,cma-es-ppmf-dp-50-pt-0.1
300119,30,Ellips100,0.2,50,19,cma-es-ppmf-dp-50-pt-0.2
300119,30,Ellips100,0.3,50,19,cma-es-ppmf-dp-50-pt-0.3
300119,30,Ellips100,0.4,50,19,cma-es-ppmf-dp-50-pt-0.4
300119,30,Ellips100,0.5,50,19,cma-es-ppmf-dp-50-pt-0.5
300119,30,Ellips100,0.6,50,19,cma-es-ppmf-dp-50-pt-0.6
300119,30,Ellips100,0.9,50,19,cma-es-ppmf-dp-50-pt-0.9
300119,30,Ellips100,0.1,100,19,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.2,100,19,cma-es-ppmf-dp-100-pt-0.2
300119,30,Ellips100,0.3,100,19,cma-es-ppmf-dp-100-pt-0.3
300119,30,Ellips100,0.4,100,19,cma-es-ppmf-dp-100-pt-0.4
300119,30,Ellips100,0.5,100,19,cma-es-ppmf-dp-100-pt-0.5
300119,30,Ellips100,0.6,100,19,cma-es-ppmf-dp-100-pt-0.6
300119,30,Ellips100,0.9,100,19,cma-es-ppmf-dp-100-pt-0.9
258799,50,Ellips100,0.1,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
145799,50,Ellips100,0.2,0.1,19,cma-es-ppmf-dp-0.1-pt-0.2
114999,50,Ellips100,0.3,0.1,19,cma-es-ppmf-dp-0.1-pt-0.3
129599,50,Ellips100,0.4,0.1,19,cma-es-ppmf-dp-0.1-pt-0.4
151199,50,Ellips100,0.5,0.1,19,cma-es-ppmf-dp-0.1-pt-0.5
183599,50,Ellips100,0.6,0.1,19,cma-es-ppmf-dp-0.1-pt-0.6
500199,50,Ellips100,0.9,0.1,19,cma-es-ppmf-dp-0.1-pt-0.9
117199,50,Ellips100,0.1,0.3,19,cma-es-ppmf-dp-0.3-pt-0.1
105399,50,Ellips100,0.2,0.3,19,cma-es-ppmf-dp-0.3-pt-0.2
120999,50,Ellips100,0.3,0.3,19,cma-es-ppmf-dp-0.3-pt-0.3
140999,50,Ellips100,0.4,0.3,19,cma-es-ppmf-dp-0.3-pt-0.4
170799,50,Ellips100,0.5,0.3,19,cma-es-ppmf-dp-0.3-pt-0.5
212599,50,Ellips100,0.6,0.3,19,cma-es-ppmf-dp-0.3-pt-0.6
500199,50,Ellips100,0.9,0.3,19,cma-es-ppmf-dp-0.3-pt-0.9
90199,50,Ellips100,0.1,0.5,19,cma-es-ppmf-dp-0.5-pt-0.1
115599,50,Ellips100,0.2,0.5,19,cma-es-ppmf-dp-0.5-pt-0.2
131599,50,Ellips100,0.3,0.5,19,cma-es-ppmf-dp-0.5-pt-0.3
141599,50,Ellips100,0.4,0.5,19,cma-es-ppmf-dp-0.5-pt-0.4
161799,50,Ellips100,0.5,0.5,19,cma-es-ppmf-dp-0.5-pt-0.5
224599,50,Ellips100,0.6,0.5,19,cma-es-ppmf-dp-0.5-pt-0.6
500199,50,Ellips100,0.9,0.5,19,cma-es-ppmf-dp-0.5-pt-0.9
94599,50,Ellips100,0.1,1,19,cma-es-ppmf-dp-1-pt-0.1
115799,50,Ellips100,0.2,1,19,cma-es-ppmf-dp-1-pt-0.2
129999,50,Ellips100,0.3,1,19,cma-es-ppmf-dp-1-pt-0.3
138199,50,Ellips100,0.4,1,19,cma-es-ppmf-dp-1-pt-0.4
136599,50,Ellips100,0.5,1,19,cma-es-ppmf-dp-1-pt-0.5
249399,50,Ellips100,0.6,1,19,cma-es-ppmf-dp-1-pt-0.6
500199,50,Ellips100,0.9,1,19,cma-es-ppmf-dp-1-pt-0.9
96999,50,Ellips100,0.1,2,19,cma-es-ppmf-dp-2-pt-0.1
99199,50,Ellips100,0.2,2,19,cma-es-ppmf-dp-2-pt-0.2
102399,50,Ellips100,0.3,2,19,cma-es-ppmf-dp-2-pt-0.3
99799,50,Ellips100,0.4,2,19,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,2,19,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,2,19,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,2,19,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,10,19,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,0.2,10,19,cma-es-ppmf-dp-10-pt-0.2
500199,50,Ellips100,0.3,10,19,cma-es-ppmf-dp-10-pt-0.3
500199,50,Ellips100,0.4,10,19,cma-es-ppmf-dp-10-pt-0.4
500199,50,Ellips100,0.5,10,19,cma-es-ppmf-dp-10-pt-0.5
500199,50,Ellips100,0.6,10,19,cma-es-ppmf-dp-10-pt-0.6
500199,50,Ellips100,0.9,10,19,cma-es-ppmf-dp-10-pt-0.9
500199,50,Ellips100,0.1,50,19,cma-es-ppmf-dp-50-pt-0.1
500199,50,Ellips100,0.2,50,19,cma-es-ppmf-dp-50-pt-0.2
500199,50,Ellips100,0.3,50,19,cma-es-ppmf-dp-50-pt-0.3
500199,50,Ellips100,0.4,50,19,cma-es-ppmf-dp-50-pt-0.4
500199,50,Ellips100,0.5,50,19,cma-es-ppmf-dp-50-pt-0.5
500199,50,Ellips100,0.6,50,19,cma-es-ppmf-dp-50-pt-0.6
500199,50,Ellips100,0.9,50,19,cma-es-ppmf-dp-50-pt-0.9
500199,50,Ellips100,0.1,100,19,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.2,100,19,cma-es-ppmf-dp-100-pt-0.2
500199,50,Ellips100,0.3,100,19,cma-es-ppmf-dp-100-pt-0.3
500199,50,Ellips100,0.4,100,19,cma-es-ppmf-dp-100-pt-0.4
500199,50,Ellips100,0.5,100,19,cma-es-ppmf-dp-100-pt-0.5
500199,50,Ellips100,0.6,100,19,cma-es-ppmf-dp-100-pt-0.6
500199,50,Ellips100,0.9,100,19,cma-es-ppmf-dp-100-pt-0.9
2295,2,Sphere,0.1,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
2135,2,Sphere,0.2,0.1,20,cma-es-ppmf-dp-0.1-pt-0.2
1655,2,Sphere,0.3,0.1,20,cma-es-ppmf-dp-0.1-pt-0.3
1407,2,Sphere,0.4,0.1,20,cma-es-ppmf-dp-0.1-pt-0.4
1367,2,Sphere,0.5,0.1,20,cma-es-ppmf-dp-0.1-pt-0.5
1119,2,Sphere,0.6,0.1,20,cma-es-ppmf-dp-0.1-pt-0.6
1247,2,Sphere,0.9,0.1,20,cma-es-ppmf-dp-0.1-pt-0.9
3199,2,Sphere,0.1,0.3,20,cma-es-ppmf-dp-0.3-pt-0.1
2135,2,Sphere,0.2,0.3,20,cma-es-ppmf-dp-0.3-pt-0.2
1503,2,Sphere,0.3,0.3,20,cma-es-ppmf-dp-0.3-pt-0.3
1031,2,Sphere,0.4,0.3,20,cma-es-ppmf-dp-0.3-pt-0.4
847,2,Sphere,0.5,0.3,20,cma-es-ppmf-dp-0.3-pt-0.5
615,2,Sphere,0.6,0.3,20,cma-es-ppmf-dp-0.3-pt-0.6
1103,2,Sphere,0.9,0.3,20,cma-es-ppmf-dp-0.3-pt-0.9
3327,2,Sphere,0.1,0.5,20,cma-es-ppmf-dp-0.5-pt-0.1
2343,2,Sphere,0.2,0.5,20,cma-es-ppmf-dp-0.5-pt-0.2
1343,2,Sphere,0.3,0.5,20,cma-es-ppmf-dp-0.5-pt-0.3
823,2,Sphere,0.4,0.5,20,cma-es-ppmf-dp-0.5-pt-0.4
703,2,Sphere,0.5,0.5,20,cma-es-ppmf-dp-0.5-pt-0.5
575,2,Sphere,0.6,0.5,20,cma-es-ppmf-dp-0.5-pt-0.6
1623,2,Sphere,0.9,0.5,20,cma-es-ppmf-dp-0.5-pt-0.9
3511,2,Sphere,0.1,1,20,cma-es-ppmf-dp-1-pt-0.1
3111,2,Sphere,0.2,1,20,cma-es-ppmf-dp-1-pt-0.2
1215,2,Sphere,0.3,1,20,cma-es-ppmf-dp-1-pt-0.3
911,2,Sphere,0.4,1,20,cma-es-ppmf-dp-1-pt-0.4
575,2,Sphere,0.5,1,20,cma-es-ppmf-dp-1-pt-0.5
575,2,Sphere,0.6,1,20,cma-es-ppmf-dp-1-pt-0.6
14999,2,Sphere,0.9,1,20,cma-es-ppmf-dp-1-pt-0.9
3567,2,Sphere,0.1,2,20,cma-es-ppmf-dp-2-pt-0.1
3735,2,Sphere,0.2,2,20,cma-es-ppmf-dp-2-pt-0.2
1847,2,Sphere,0.3,2,20,cma-es-ppmf-dp-2-pt-0.3
1559,2,Sphere,0.4,2,20,cma-es-ppmf-dp-2-pt-0.4
1119,2,Sphere,0.5,2,20,cma-es-ppmf-dp-2-pt-0.5
959,2,Sphere,0.6,2,20,cma-es-ppmf-dp-2-pt-0.6
11431,2,Sphere,0.9,2,20,cma-es-ppmf-dp-2-pt-0.9
9439,2,Sphere,0.1,10,20,cma-es-ppmf-dp-10-pt-0.1
9647,2,Sphere,0.2,10,20,cma-es-ppmf-dp-10-pt-0.2
9743,2,Sphere,0.3,10,20,cma-es-ppmf-dp-10-pt-0.3
5655,2,Sphere,0.4,10,20,cma-es-ppmf-dp-10-pt-0.4
7863,2,Sphere,0.5,10,20,cma-es-ppmf-dp-10-pt-0.5
12591,2,Sphere,0.6,10,20,cma-es-ppmf-dp-10-pt-0.6
6367,2,Sphere,0.9,10,20,cma-es-ppmf-dp-10-pt-0.9
6575,2,Sphere,0.1,50,20,cma-es-ppmf-dp-50-pt-0.1
12415,2,Sphere,0.2,50,20,cma-es-ppmf-dp-50-pt-0.2
14743,2,Sphere,0.3,50,20,cma-es-ppmf-dp-50-pt-0.3
8983,2,Sphere,0.4,50,20,cma-es-ppmf-dp-50-pt-0.4
10407,2,Sphere,0.5,50,20,cma-es-ppmf-dp-50-pt-0.5
17303,2,Sphere,0.6,50,20,cma-es-ppmf-dp-50-pt-0.6
9967,2,Sphere,0.9,50,20,cma-es-ppmf-dp-50-pt-0.9
6399,2,Sphere,0.1,100,20,cma-es-ppmf-dp-100-pt-0.1
11759,2,Sphere,0.2,100,20,cma-es-ppmf-dp-100-pt-0.2
13407,2,Sphere,0.3,100,20,cma-es-ppmf-dp-100-pt-0.3
17647,2,Sphere,0.4,100,20,cma-es-ppmf-dp-100-pt-0.4
3279,2,Sphere,0.5,100,20,cma-es-ppmf-dp-100-pt-0.5
9231,2,Sphere,0.6,100,20,cma-es-ppmf-dp-100-pt-0.6
8175,2,Sphere,0.9,100,20,cma-es-ppmf-dp-100-pt-0.9
6419,5,Sphere,0.1,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
5239,5,Sphere,0.2,0.1,20,cma-es-ppmf-dp-0.1-pt-0.2
4239,5,Sphere,0.3,0.1,20,cma-es-ppmf-dp-0.1-pt-0.3
3799,5,Sphere,0.4,0.1,20,cma-es-ppmf-dp-0.1-pt-0.4
3219,5,Sphere,0.5,0.1,20,cma-es-ppmf-dp-0.1-pt-0.5
2739,5,Sphere,0.6,0.1,20,cma-es-ppmf-dp-0.1-pt-0.6
2999,5,Sphere,0.9,0.1,20,cma-es-ppmf-dp-0.1-pt-0.9
5279,5,Sphere,0.1,0.3,20,cma-es-ppmf-dp-0.3-pt-0.1
3519,5,Sphere,0.2,0.3,20,cma-es-ppmf-dp-0.3-pt-0.2
2699,5,Sphere,0.3,0.3,20,cma-es-ppmf-dp-0.3-pt-0.3
2119,5,Sphere,0.4,0.3,20,cma-es-ppmf-dp-0.3-pt-0.4
1839,5,Sphere,0.5,0.3,20,cma-es-ppmf-dp-0.3-pt-0.5
1759,5,Sphere,0.6,0.3,20,cma-es-ppmf-dp-0.3-pt-0.6
2899,5,Sphere,0.9,0.3,20,cma-es-ppmf-dp-0.3-pt-0.9
4319,5,Sphere,0.1,0.5,20,cma-es-ppmf-dp-0.5-pt-0.1
2819,5,Sphere,0.2,0.5,20,cma-es-ppmf-dp-0.5-pt-0.2
2019,5,Sphere,0.3,0.5,20,cma-es-ppmf-dp-0.5-pt-0.3
1559,5,Sphere,0.4,0.5,20,cma-es-ppmf-dp-0.5-pt-0.4
1459,5,Sphere,0.5,0.5,20,cma-es-ppmf-dp-0.5-pt-0.5
1519,5,Sphere,0.6,0.5,20,cma-es-ppmf-dp-0.5-pt-0.6
3199,5,Sphere,0.9,0.5,20,cma-es-ppmf-dp-0.5-pt-0.9
3419,5,Sphere,0.1,1,20,cma-es-ppmf-dp-1-pt-0.1
2099,5,Sphere,0.2,1,20,cma-es-ppmf-dp-1-pt-0.2
1459,5,Sphere,0.3,1,20,cma-es-ppmf-dp-1-pt-0.3
1339,5,Sphere,0.4,1,20,cma-es-ppmf-dp-1-pt-0.4
1419,5,Sphere,0.5,1,20,cma-es-ppmf-dp-1-pt-0.5
1719,5,Sphere,0.6,1,20,cma-es-ppmf-dp-1-pt-0.6
18419,5,Sphere,0.9,1,20,cma-es-ppmf-dp-1-pt-0.9
2659,5,Sphere,0.1,2,20,cma-es-ppmf-dp-2-pt-0.1
1959,5,Sphere,0.2,2,20,cma-es-ppmf-dp-2-pt-0.2
1999,5,Sphere,0.3,2,20,cma-es-ppmf-dp-2-pt-0.3
1979,5,Sphere,0.4,2,20,cma-es-ppmf-dp-2-pt-0.4
2219,5,Sphere,0.5,2,20,cma-es-ppmf-dp-2-pt-0.5
2379,5,Sphere,0.6,2,20,cma-es-ppmf-dp-2-pt-0.6
20059,5,Sphere,0.9,2,20,cma-es-ppmf-dp-2-pt-0.9
17879,5,Sphere,0.1,10,20,cma-es-ppmf-dp-10-pt-0.1
18879,5,Sphere,0.2,10,20,cma-es-ppmf-dp-10-pt-0.2
19419,5,Sphere,0.3,10,20,cma-es-ppmf-dp-10-pt-0.3
11659,5,Sphere,0.4,10,20,cma-es-ppmf-dp-10-pt-0.4
15879,5,Sphere,0.5,10,20,cma-es-ppmf-dp-10-pt-0.5
19279,5,Sphere,0.6,10,20,cma-es-ppmf-dp-10-pt-0.6
14299,5,Sphere,0.9,10,20,cma-es-ppmf-dp-10-pt-0.9
17539,5,Sphere,0.1,50,20,cma-es-ppmf-dp-50-pt-0.1
13479,5,Sphere,0.2,50,20,cma-es-ppmf-dp-50-pt-0.2
12999,5,Sphere,0.3,50,20,cma-es-ppmf-dp-50-pt-0.3
17679,5,Sphere,0.4,50,20,cma-es-ppmf-dp-50-pt-0.4
20359,5,Sphere,0.5,50,20,cma-es-ppmf-dp-50-pt-0.5
11539,5,Sphere,0.6,50,20,cma-es-ppmf-dp-50-pt-0.6
13619,5,Sphere,0.9,50,20,cma-es-ppmf-dp-50-pt-0.9
14419,5,Sphere,0.1,100,20,cma-es-ppmf-dp-100-pt-0.1
18439,5,Sphere,0.2,100,20,cma-es-ppmf-dp-100-pt-0.2
14859,5,Sphere,0.3,100,20,cma-es-ppmf-dp-100-pt-0.3
21699,5,Sphere,0.4,100,20,cma-es-ppmf-dp-100-pt-0.4
15659,5,Sphere,0.5,100,20,cma-es-ppmf-dp-100-pt-0.5
16599,5,Sphere,0.6,100,20,cma-es-ppmf-dp-100-pt-0.6
16739,5,Sphere,0.9,100,20,cma-es-ppmf-dp-100-pt-0.9
18039,10,Sphere,0.1,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
13799,10,Sphere,0.2,0.1,20,cma-es-ppmf-dp-0.1-pt-0.2
10919,10,Sphere,0.3,0.1,20,cma-es-ppmf-dp-0.1-pt-0.3
8759,10,Sphere,0.4,0.1,20,cma-es-ppmf-dp-0.1-pt-0.4
7159,10,Sphere,0.5,0.1,20,cma-es-ppmf-dp-0.1-pt-0.5
5919,10,Sphere,0.6,0.1,20,cma-es-ppmf-dp-0.1-pt-0.6
9359,10,Sphere,0.9,0.1,20,cma-es-ppmf-dp-0.1-pt-0.9
12319,10,Sphere,0.1,0.3,20,cma-es-ppmf-dp-0.3-pt-0.1
7959,10,Sphere,0.2,0.3,20,cma-es-ppmf-dp-0.3-pt-0.2
5559,10,Sphere,0.3,0.3,20,cma-es-ppmf-dp-0.3-pt-0.3
4239,10,Sphere,0.4,0.3,20,cma-es-ppmf-dp-0.3-pt-0.4
4239,10,Sphere,0.5,0.3,20,cma-es-ppmf-dp-0.3-pt-0.5
4439,10,Sphere,0.6,0.3,20,cma-es-ppmf-dp-0.3-pt-0.6
42279,10,Sphere,0.9,0.3,20,cma-es-ppmf-dp-0.3-pt-0.9
9279,10,Sphere,0.1,0.5,20,cma-es-ppmf-dp-0.5-pt-0.1
5679,10,Sphere,0.2,0.5,20,cma-es-ppmf-dp-0.5-pt-0.2
4079,10,Sphere,0.3,0.5,20,cma-es-ppmf-dp-0.5-pt-0.3
3519,10,Sphere,0.4,0.5,20,cma-es-ppmf-dp-0.5-pt-0.4
3559,10,Sphere,0.5,0.5,20,cma-es-ppmf-dp-0.5-pt-0.5
4479,10,Sphere,0.6,0.5,20,cma-es-ppmf-dp-0.5-pt-0.6
5999,10,Sphere,0.9,0.5,20,cma-es-ppmf-dp-0.5-pt-0.9
5959,10,Sphere,0.1,1,20,cma-es-ppmf-dp-1-pt-0.1
3759,10,Sphere,0.2,1,20,cma-es-ppmf-dp-1-pt-0.2
3359,10,Sphere,0.3,1,20,cma-es-ppmf-dp-1-pt-0.3
3479,10,Sphere,0.4,1,20,cma-es-ppmf-dp-1-pt-0.4
3159,10,Sphere,0.5,1,20,cma-es-ppmf-dp-1-pt-0.5
4879,10,Sphere,0.6,1,20,cma-es-ppmf-dp-1-pt-0.6
39399,10,Sphere,0.9,1,20,cma-es-ppmf-dp-1-pt-0.9
3879,10,Sphere,0.1,2,20,cma-es-ppmf-dp-2-pt-0.1
3039,10,Sphere,0.2,2,20,cma-es-ppmf-dp-2-pt-0.2
3039,10,Sphere,0.3,2,20,cma-es-ppmf-dp-2-pt-0.3
3839,10,Sphere,0.4,2,20,cma-es-ppmf-dp-2-pt-0.4
5559,10,Sphere,0.5,2,20,cma-es-ppmf-dp-2-pt-0.5
6879,10,Sphere,0.6,2,20,cma-es-ppmf-dp-2-pt-0.6
39239,10,Sphere,0.9,2,20,cma-es-ppmf-dp-2-pt-0.9
32679,10,Sphere,0.1,10,20,cma-es-ppmf-dp-10-pt-0.1
43999,10,Sphere,0.2,10,20,cma-es-ppmf-dp-10-pt-0.2
46959,10,Sphere,0.3,10,20,cma-es-ppmf-dp-10-pt-0.3
42639,10,Sphere,0.4,10,20,cma-es-ppmf-dp-10-pt-0.4
45039,10,Sphere,0.5,10,20,cma-es-ppmf-dp-10-pt-0.5
41799,10,Sphere,0.6,10,20,cma-es-ppmf-dp-10-pt-0.6
43359,10,Sphere,0.9,10,20,cma-es-ppmf-dp-10-pt-0.9
42239,10,Sphere,0.1,50,20,cma-es-ppmf-dp-50-pt-0.1
40039,10,Sphere,0.2,50,20,cma-es-ppmf-dp-50-pt-0.2
36319,10,Sphere,0.3,50,20,cma-es-ppmf-dp-50-pt-0.3
29839,10,Sphere,0.4,50,20,cma-es-ppmf-dp-50-pt-0.4
44919,10,Sphere,0.5,50,20,cma-es-ppmf-dp-50-pt-0.5
48479,10,Sphere,0.6,50,20,cma-es-ppmf-dp-50-pt-0.6
41919,10,Sphere,0.9,50,20,cma-es-ppmf-dp-50-pt-0.9
44839,10,Sphere,0.1,100,20,cma-es-ppmf-dp-100-pt-0.1
44359,10,Sphere,0.2,100,20,cma-es-ppmf-dp-100-pt-0.2
45039,10,Sphere,0.3,100,20,cma-es-ppmf-dp-100-pt-0.3
45279,10,Sphere,0.4,100,20,cma-es-ppmf-dp-100-pt-0.4
44919,10,Sphere,0.5,100,20,cma-es-ppmf-dp-100-pt-0.5
39239,10,Sphere,0.6,100,20,cma-es-ppmf-dp-100-pt-0.6
38119,10,Sphere,0.9,100,20,cma-es-ppmf-dp-100-pt-0.9
111959,30,Sphere,0.1,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
68279,30,Sphere,0.2,0.1,20,cma-es-ppmf-dp-0.1-pt-0.2
47039,30,Sphere,0.3,0.1,20,cma-es-ppmf-dp-0.1-pt-0.3
34319,30,Sphere,0.4,0.1,20,cma-es-ppmf-dp-0.1-pt-0.4
26999,30,Sphere,0.5,0.1,20,cma-es-ppmf-dp-0.1-pt-0.5
21599,30,Sphere,0.6,0.1,20,cma-es-ppmf-dp-0.1-pt-0.6
51719,30,Sphere,0.9,0.1,20,cma-es-ppmf-dp-0.1-pt-0.9
56999,30,Sphere,0.1,0.3,20,cma-es-ppmf-dp-0.3-pt-0.1
30599,30,Sphere,0.2,0.3,20,cma-es-ppmf-dp-0.3-pt-0.2
20999,30,Sphere,0.3,0.3,20,cma-es-ppmf-dp-0.3-pt-0.3
18719,30,Sphere,0.4,0.3,20,cma-es-ppmf-dp-0.3-pt-0.4
21599,30,Sphere,0.5,0.3,20,cma-es-ppmf-dp-0.3-pt-0.5
25199,30,Sphere,0.6,0.3,20,cma-es-ppmf-dp-0.3-pt-0.6
300119,30,Sphere,0.9,0.3,20,cma-es-ppmf-dp-0.3-pt-0.9
39239,30,Sphere,0.1,0.5,20,cma-es-ppmf-dp-0.5-pt-0.1
21599,30,Sphere,0.2,0.5,20,cma-es-ppmf-dp-0.5-pt-0.2
17279,30,Sphere,0.3,0.5,20,cma-es-ppmf-dp-0.5-pt-0.3
19679,30,Sphere,0.4,0.5,20,cma-es-ppmf-dp-0.5-pt-0.4
21239,30,Sphere,0.5,0.5,20,cma-es-ppmf-dp-0.5-pt-0.5
26399,30,Sphere,0.6,0.5,20,cma-es-ppmf-dp-0.5-pt-0.6
30959,30,Sphere,0.9,0.5,20,cma-es-ppmf-dp-0.5-pt-0.9
23519,30,Sphere,0.1,1,20,cma-es-ppmf-dp-1-pt-0.1
16679,30,Sphere,0.2,1,20,cma-es-ppmf-dp-1-pt-0.2
18119,30,Sphere,0.3,1,20,cma-es-ppmf-dp-1-pt-0.3
20279,30,Sphere,0.4,1,20,cma-es-ppmf-dp-1-pt-0.4
20279,30,Sphere,0.5,1,20,cma-es-ppmf-dp-1-pt-0.5
300119,30,Sphere,0.6,1,20,cma-es-ppmf-dp-1-pt-0.6
300119,30,Sphere,0.9,1,20,cma-es-ppmf-dp-1-pt-0.9
14759,30,Sphere,0.1,2,20,cma-es-ppmf-dp-2-pt-0.1
15959,30,Sphere,0.2,2,20,cma-es-ppmf-dp-2-pt-0.2
16679,30,Sphere,0.3,2,20,cma-es-ppmf-dp-2-pt-0.3
18599,30,Sphere,0.4,2,20,cma-es-ppmf-dp-2-pt-0.4
21839,30,Sphere,0.5,2,20,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,2,20,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,2,20,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,10,20,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,0.2,10,20,cma-es-ppmf-dp-10-pt-0.2
300119,30,Sphere,0.3,10,20,cma-es-ppmf-dp-10-pt-0.3
300119,30,Sphere,0.4,10,20,cma-es-ppmf-dp-10-pt-0.4
300119,30,Sphere,0.5,10,20,cma-es-ppmf-dp-10-pt-0.5
300119,30,Sphere,0.6,10,20,cma-es-ppmf-dp-10-pt-0.6
300119,30,Sphere,0.9,10,20,cma-es-ppmf-dp-10-pt-0.9
300119,30,Sphere,0.1,50,20,cma-es-ppmf-dp-50-pt-0.1
300119,30,Sphere,0.2,50,20,cma-es-ppmf-dp-50-pt-0.2
300119,30,Sphere,0.3,50,20,cma-es-ppmf-dp-50-pt-0.3
300119,30,Sphere,0.4,50,20,cma-es-ppmf-dp-50-pt-0.4
300119,30,Sphere,0.5,50,20,cma-es-ppmf-dp-50-pt-0.5
300119,30,Sphere,0.6,50,20,cma-es-ppmf-dp-50-pt-0.6
300119,30,Sphere,0.9,50,20,cma-es-ppmf-dp-50-pt-0.9
300119,30,Sphere,0.1,100,20,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.2,100,20,cma-es-ppmf-dp-100-pt-0.2
300119,30,Sphere,0.3,100,20,cma-es-ppmf-dp-100-pt-0.3
300119,30,Sphere,0.4,100,20,cma-es-ppmf-dp-100-pt-0.4
300119,30,Sphere,0.5,100,20,cma-es-ppmf-dp-100-pt-0.5
300119,30,Sphere,0.6,100,20,cma-es-ppmf-dp-100-pt-0.6
300119,30,Sphere,0.9,100,20,cma-es-ppmf-dp-100-pt-0.9
242999,50,Sphere,0.1,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
135399,50,Sphere,0.2,0.1,20,cma-es-ppmf-dp-0.1-pt-0.2
